regions,periods,demand_comm,demand,demand_units,demand_notes
TO,2016,ADEMSLDWASGRB,231.82288,kt,Aggregated DemandSolidWasteGreen Bin
TO,2016,ADEMSLDWASREC,258.45775000000003,kt,Aggregated DemandSolidWasteRecycled
TO,2016,ADEMSLDWASLDF,552.5626699999999,kt,Aggregated DemandSolidWasteLandfill
TO,2016,ADEMSLDWASHISGL,3739.19886008163,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2016,ADEMSLDWASHISBW,4974.651094243257,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2016,ADEMSLDWASHISKV,10478.397380161852,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2016,ADEMSLDWASHISBR,1769.2242667356086,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2016,ADEMSLDWASHISTK,336.9710775146239,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2016,ADEMSLDWASHISAH,1067.6185771838882,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2016,ADEMSLDWASHISCF,2864.5909599818524,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2017,ADEMSLDWASGRB,249.63349499999998,kt,Aggregated DemandSolidWasteGreen Bin
TO,2017,ADEMSLDWASREC,260.55841,kt,Aggregated DemandSolidWasteRecycled
TO,2017,ADEMSLDWASLDF,495.12217,kt,Aggregated DemandSolidWasteLandfill
TO,2017,ADEMSLDWASHISGL,4125.702629264669,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2017,ADEMSLDWASHISBW,4755.75391909483,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2017,ADEMSLDWASHISKV,10017.32150908128,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2017,ADEMSLDWASHISBR,1691.3739437972545,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2017,ADEMSLDWASHISTK,322.14350155456685,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2017,ADEMSLDWASHISAH,1020.6406713460343,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2017,ADEMSLDWASHISCF,2738.5417442245134,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2018,ADEMSLDWASGRB,257.27146000000005,kt,Aggregated DemandSolidWasteGreen Bin
TO,2018,ADEMSLDWASREC,262.6178100000001,kt,Aggregated DemandSolidWasteRecycled
TO,2018,ADEMSLDWASLDF,524.5007800000001,kt,Aggregated DemandSolidWasteLandfill
TO,2018,ADEMSLDWASHISGL,4441.638520512815,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2018,ADEMSLDWASHISBW,4546.488770872553,kt,Aggregated DemandSolidWasteHistorical LF waste
TO,2018,ADEMSLDWASHISKV,9576.53413739425,kt,Aggregated DemandSolidWasteHistorical LF waste
