"Thousands of vehicle per subsector, per efficiency, per fuel, per end use, and per vintage"
vintage,Sub,Mode,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Capacity_units,Capacities
2000,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.3784305454654109
2000,Long Distance,Air,___,___,___,Aviation Gasoline,kunits,0.002778279203669691
2000,Long Distance,Air,___,___,___,Aviation Turbo Fuel,kunits,0.2701697868524786
2000,Long Distance,Rail,___,___,___,Diesel,kunits,0.004655880031893511
2000,Passenger,Rail,Regional,___,___,Diesel,kunits,0.004632526332874767
2000,Passenger,Rail,Subway,___,___,Electricity,kunits,0.061127901339772896
2000,Passenger,Rail,Tramway,___,___,Electricity,kunits,0.009286136659465484
2000,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Diesel,kunits,0.07029430312566465
2000,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Diesel,kunits,0.09826511588427732
2000,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Gasoline,kunits,0.011821644805551802
2000,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Natural Gas,kunits,0.005205304141248604
2000,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,1.1213858206473366
2000,Passenger,Road,Cars,___,Conventionnal,Diesel,kunits,1.5717339109427242
2000,Passenger,Road,Cars,___,Conventionnal,Gasoline,kunits,109.62573637055415
2000,Passenger,Road,Cars,___,Conventionnal,Natural Gas,kunits,0.08711692750022382
2000,Passenger,Road,Cars,___,Conventionnal,Propane,kunits,1.1794951800760016
2000,Passenger,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,1.722992185282597
2000,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,1.2381368153893588
2000,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,110.01528340161498
2000,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Natural Gas,kunits,0.00044499309374047944
2000,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.3653050037070047
2000,Public,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,0.0005000000000000001
2000,Public,Road,Cars,___,Conventionnal,Diesel,kunits,0.00010846306951789984
2000,Public,Road,Cars,___,Conventionnal,Gasoline,kunits,0.4413915369304822
2000,Public,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,0.0105
2000,Public,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.2455
2000,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.17390394871209588
2000,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.4425960512879041
2000,Public,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.2035867133421311
2000,Public,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.06516328665786894
2005,Freight Transportation,Air,___,___,___,Aviation Gasoline,kunits,0.0002673094838585204
2005,Freight Transportation,Air,___,___,___,Aviation Turbo Fuel,kunits,0.02508465049590692
2005,Freight Transportation,Rail,___,___,___,Diesel,kunits,0.00019613463036247808
2005,Freight Transportation,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.6004547025933678
2005,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,13.595447709191046
2005,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,37.411971430241664
2005,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,2.418038902238962
2005,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,7.190180363842807
2005,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.3784305454654109
2005,Long Distance,Air,___,___,___,Aviation Gasoline,kunits,0.002778279203669691
2005,Long Distance,Air,___,___,___,Aviation Turbo Fuel,kunits,0.2701697868524786
2005,Long Distance,Rail,___,___,___,Diesel,kunits,0.004655880031893511
2005,Passenger,Rail,Regional,___,___,Diesel,kunits,0.004632526332874767
2005,Passenger,Rail,Subway,___,___,Electricity,kunits,0.061127901339772896
2005,Passenger,Rail,Tramway,___,___,Electricity,kunits,0.009286136659465484
2005,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Diesel,kunits,0.07029430312566465
2005,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Diesel,kunits,0.09826511588427732
2005,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Gasoline,kunits,0.011821644805551802
2005,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Natural Gas,kunits,0.005205304141248604
2005,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,1.1213858206473366
2005,Passenger,Road,Cars,___,Conventionnal,Diesel,kunits,1.5717339109427242
2005,Passenger,Road,Cars,___,Conventionnal,Gasoline,kunits,109.62573637055415
2005,Passenger,Road,Cars,___,Conventionnal,Natural Gas,kunits,0.08711692750022382
2005,Passenger,Road,Cars,___,Conventionnal,Propane,kunits,1.1794951800760014
2005,Passenger,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,1.722992185282597
2005,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,1.2381368153893588
2005,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,110.01528340161497
2005,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Natural Gas,kunits,0.00044499309374047944
2005,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.3653050037070047
2005,Public,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,0.0005000000000000001
2005,Public,Road,Cars,___,Conventionnal,Diesel,kunits,0.00010846306951789984
2005,Public,Road,Cars,___,Conventionnal,Gasoline,kunits,0.4413915369304822
2005,Public,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,0.0105
2005,Public,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.2455
2005,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.17390394871209588
2005,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.4425960512879041
2005,Public,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.2035867133421311
2005,Public,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.06516328665786894
2010,Freight Transportation,Air,___,___,___,Aviation Gasoline,kunits,0.0002673094838585204
2010,Freight Transportation,Air,___,___,___,Aviation Turbo Fuel,kunits,0.02508465049590692
2010,Freight Transportation,Rail,___,___,___,Diesel,kunits,0.00019613463036247808
2010,Freight Transportation,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.6004547025933678
2010,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,13.595447709191046
2010,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,37.411971430241664
2010,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,2.418038902238962
2010,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,7.190180363842807
2010,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.3784305454654109
2010,Long Distance,Air,___,___,___,Aviation Gasoline,kunits,0.002778279203669691
2010,Long Distance,Air,___,___,___,Aviation Turbo Fuel,kunits,0.2701697868524786
2010,Long Distance,Rail,___,___,___,Diesel,kunits,0.004655880031893511
2010,Passenger,Rail,Regional,___,___,Diesel,kunits,0.004632526332874767
2010,Passenger,Rail,Subway,___,___,Electricity,kunits,0.061127901339772896
2010,Passenger,Rail,Tramway,___,___,Electricity,kunits,0.009286136659465484
2010,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Diesel,kunits,0.07029430312566465
2010,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Diesel,kunits,0.09826511588427732
2010,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Gasoline,kunits,0.011821644805551802
2010,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Natural Gas,kunits,0.005205304141248604
2010,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,1.1213858206473366
2010,Passenger,Road,Cars,___,Conventionnal,Diesel,kunits,1.571733910942724
2010,Passenger,Road,Cars,___,Conventionnal,Gasoline,kunits,109.62573637055415
2010,Passenger,Road,Cars,___,Conventionnal,Natural Gas,kunits,0.08711692750022382
2010,Passenger,Road,Cars,___,Conventionnal,Propane,kunits,1.1794951800760014
2010,Passenger,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,1.722992185282597
2010,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,1.238136815389359
2010,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,110.01528340161498
2010,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Natural Gas,kunits,0.00044499309374047944
2010,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.36530500370700464
2010,Public,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,0.0005000000000000001
2010,Public,Road,Cars,___,Conventionnal,Diesel,kunits,0.00010846306951789984
2010,Public,Road,Cars,___,Conventionnal,Gasoline,kunits,0.4413915369304822
2010,Public,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,0.0105
2010,Public,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.2455
2010,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.17390394871209588
2010,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.4425960512879041
2010,Public,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.2035867133421311
2010,Public,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.06516328665786894
2015,Freight Transportation,Air,___,___,___,Aviation Gasoline,kunits,0.0002673094838585204
2015,Freight Transportation,Air,___,___,___,Aviation Turbo Fuel,kunits,0.02508465049590692
2015,Freight Transportation,Rail,___,___,___,Diesel,kunits,0.00019613463036247808
2015,Freight Transportation,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.6004547025933678
2015,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,13.595447709191046
2015,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,37.411971430241664
2015,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,2.418038902238962
2015,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,7.190180363842807
2015,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.3784305454654109
2015,Long Distance,Air,___,___,___,Aviation Gasoline,kunits,0.002778279203669691
2015,Long Distance,Air,___,___,___,Aviation Turbo Fuel,kunits,0.2701697868524786
2015,Long Distance,Rail,___,___,___,Diesel,kunits,0.004655880031893511
2015,Passenger,Rail,Regional,___,___,Diesel,kunits,0.004632526332874767
2015,Passenger,Rail,Subway,___,___,Electricity,kunits,0.061127901339772896
2015,Passenger,Rail,Tramway,___,___,Electricity,kunits,0.009286136659465484
2015,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Diesel,kunits,0.07029430312566465
2015,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Diesel,kunits,0.09826511588427732
2015,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Gasoline,kunits,0.011821644805551802
2015,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Natural Gas,kunits,0.005205304141248604
2015,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,1.1213858206473366
2015,Passenger,Road,Cars,___,Conventionnal,Diesel,kunits,1.5717339109427242
2015,Passenger,Road,Cars,___,Conventionnal,Gasoline,kunits,109.62573637055415
2015,Passenger,Road,Cars,___,Conventionnal,Natural Gas,kunits,0.08711692750022382
2015,Passenger,Road,Cars,___,Conventionnal,Propane,kunits,1.1794951800760016
2015,Passenger,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,1.722992185282597
2015,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,1.2381368153893588
2015,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,110.01528340161497
2015,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Natural Gas,kunits,0.00044499309374047944
2015,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.36530500370700464
2015,Public,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,0.0005000000000000001
2015,Public,Road,Cars,___,Conventionnal,Diesel,kunits,0.00010846306951789984
2015,Public,Road,Cars,___,Conventionnal,Gasoline,kunits,0.4413915369304822
2015,Public,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,0.0105
2015,Public,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.2455
2015,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.17390394871209588
2015,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.4425960512879041
2015,Public,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.2035867133421311
2015,Public,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.06516328665786894
2016,Long Distance,Air,___,___,Standard,Aviation Gasoline,kunits,0.0011607910023522933
2016,Long Distance,Air,___,___,Standard,Aviation Turbo Fuel,kunits,0.014903610908772161
2016,Long Distance,Rail,___,___,___,Diesel,kunits,0.029822759880385893
2016,Passenger,Rail,Regional,___,___,Diesel,kunits,0.00027139138436970165
2016,Passenger,Rail,Regional,___,___,Electricity,kunits,4.7385195570326976e-05
2016,Passenger,Rail,Subway,___,___,Diesel,kunits,3.699096196440467e-05
2016,Passenger,Rail,Subway,___,___,Electricity,kunits,0.00022155413375830597
2016,Passenger,Rail,Tramway,___,___,Diesel,kunits,4.2174790994638366e-05
2016,Passenger,Rail,Tramway,___,___,Electricity,kunits,0.00018576737476967733
2016,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Diesel,kunits,0.0003341965910523554
2016,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Gasoline,kunits,0.00022525207937575698
2016,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Diesel,kunits,6.743917228491998e-05
2016,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Gasoline,kunits,0.00011839019058346666
2016,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Natural Gas,kunits,0.00011937380021404212
2016,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,0.0002558594054741022
2016,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Gasoline,kunits,8.68749587434952e-05
2016,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Natural Gas,kunits,4.836966254194268e-05
2016,Passenger,Road,Cars,___,Conventionnal,Diesel,kunits,0.0004856659778312288
2016,Passenger,Road,Cars,___,Conventionnal,Gasoline,kunits,0.001222727415254146
2016,Passenger,Road,Cars,___,Conventionnal,Natural Gas,kunits,0.0003246141655221688
2016,Passenger,Road,Cars,___,Conventionnal,Propane,kunits,0.0002888928348785924
2016,Passenger,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,0.00029852078800460686
2016,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.0006884839440623976
2016,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.0011972799357490998
2016,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Natural Gas,kunits,9.442306173385746e-05
2016,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.0001859068910621795
2016,Public,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,3.824012442000197e-05
2016,Public,Road,Cars,___,Conventionnal,Diesel,kunits,0.00018463302839511215
2016,Public,Road,Cars,___,Conventionnal,Gasoline,kunits,0.0006082174071810691
2016,Public,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,4.471456108366199e-05
2016,Public,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.0001490048455476378
2016,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.0003516408599987674
2016,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.0006008854950885164
2016,Public,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.00035295202947690005
2016,Public,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.0003829279911259885
2017,Freight Transportation,Air,___,___,___,Aviation Gasoline,kunits,0.000936626169060711
2017,Freight Transportation,Air,___,___,___,Aviation Turbo Fuel,kunits,0.002359058937187991
2017,Freight Transportation,Rail,___,___,___,Diesel,kunits,0.0017270768113218584
2017,Freight Transportation,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.013351271878444274
2017,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.2870976179461356
2017,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.7831874043932239
2017,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.05553403628113893
2017,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.14709685010033552
2017,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.009135064980701397
2017,Long Distance,Air,___,___,Standard,Aviation Gasoline,kunits,0.0011732843881815396
2017,Long Distance,Air,___,___,Standard,Aviation Turbo Fuel,kunits,0.021070253597714528
2017,Long Distance,Rail,___,___,___,Diesel,kunits,0.030630843130717126
2017,Passenger,Rail,Regional,___,___,Diesel,kunits,0.0004224304757607254
2017,Passenger,Rail,Regional,___,___,Electricity,kunits,4.73731172502955e-05
2017,Passenger,Rail,Subway,___,___,Diesel,kunits,3.7488683889208214e-05
2017,Passenger,Rail,Subway,___,___,Electricity,kunits,0.0004238138633249743
2017,Passenger,Rail,Tramway,___,___,Diesel,kunits,4.315749378885555e-05
2017,Passenger,Rail,Tramway,___,___,Electricity,kunits,0.0002939065157237995
2017,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Diesel,kunits,0.002281629625316825
2017,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Gasoline,kunits,0.00040722103756929136
2017,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Diesel,kunits,0.0001056000415725594
2017,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Gasoline,kunits,0.00018637007804615577
2017,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Natural Gas,kunits,0.0006610130175318766
2017,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,0.011248175880424347
2017,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Gasoline,kunits,9.64763033597284e-05
2017,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Natural Gas,kunits,5.2080258868209376e-05
2017,Passenger,Road,Cars,___,Conventionnal,Diesel,kunits,0.04021272966489343
2017,Passenger,Road,Cars,___,Conventionnal,Gasoline,kunits,2.8161309104636825
2017,Passenger,Road,Cars,___,Conventionnal,Natural Gas,kunits,0.0034946072570220333
2017,Passenger,Road,Cars,___,Conventionnal,Propane,kunits,0.027718909437105713
2017,Passenger,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,0.049861680485881174
2017,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.03055122451187184
2017,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,2.799744085449489
2017,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Natural Gas,kunits,0.00010378971775692065
2017,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.009040115763380572
2017,Public,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,4.614092345000128e-05
2017,Public,Road,Cars,___,Conventionnal,Diesel,kunits,0.0004716727195924086
2017,Public,Road,Cars,___,Conventionnal,Gasoline,kunits,0.05629555248415426
2017,Public,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,5.461376614348526e-05
2017,Public,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.031040715884883385
2017,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.021852619181246164
2017,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.05272857623057023
2017,Public,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.021864422295463495
2017,Public,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.011233265197694338
2018,Freight Transportation,Air,___,___,___,Aviation Gasoline,kunits,0.0008901814000316061
2018,Freight Transportation,Air,___,___,___,Aviation Turbo Fuel,kunits,0.004055596460149666
2018,Freight Transportation,Rail,___,___,___,Diesel,kunits,0.000864461611229973
2018,Freight Transportation,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.012278539992715278
2018,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.2869799006027379
2018,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,0.783039859254944
2018,Freight Transportation,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.04452515946782016
2018,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Diesel,kunits,0.1513871954446487
2018,Freight Transportation,Road,Truck,Medium Trucks,Conventionnal,Gasoline,kunits,0.007938368193792077
2018,Long Distance,Air,___,___,Standard,Aviation Gasoline,kunits,0.0011550406720200871
2018,Long Distance,Air,___,___,Standard,Aviation Turbo Fuel,kunits,0.02079267438184124
2018,Long Distance,Rail,___,___,___,Diesel,kunits,0.030796380917042822
2018,Passenger,Rail,Regional,___,___,Diesel,kunits,0.00038912377874623255
2018,Passenger,Rail,Regional,___,___,Electricity,kunits,4.6524412045369264e-05
2018,Passenger,Rail,Subway,___,___,Diesel,kunits,3.623596581598026e-05
2018,Passenger,Rail,Subway,___,___,Electricity,kunits,0.0007393264521304891
2018,Passenger,Rail,Tramway,___,___,Diesel,kunits,4.366277508293595e-05
2018,Passenger,Rail,Tramway,___,___,Electricity,kunits,0.0005249458296596503
2018,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Diesel,kunits,0.004888641219902807
2018,Passenger,Road,Inter-city Buses,Inter Urban Bus,Conventionnal,Gasoline,kunits,0.0005146960393316818
2018,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Diesel,kunits,0.0001468521440253707
2018,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Gasoline,kunits,0.00025649072976343973
2018,Passenger,Road,Inter-city Buses,School Bus,Conventionnal,Natural Gas,kunits,0.0008295058315106766
2018,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,0.012595366787257978
2018,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Gasoline,kunits,9.206721605117102e-05
2018,Passenger,Road,Inter-city Buses,Urban Bus ,Conventionnal,Natural Gas,kunits,4.9715323616536286e-05
2018,Passenger,Road,Cars,___,Conventionnal,Diesel,kunits,0.041481349926235124
2018,Passenger,Road,Cars,___,Conventionnal,Gasoline,kunits,2.792315626587207
2018,Passenger,Road,Cars,___,Conventionnal,Natural Gas,kunits,0.004260419445288003
2018,Passenger,Road,Cars,___,Conventionnal,Propane,kunits,0.03003973468510482
2018,Passenger,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,0.035437586242502706
2018,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.033244225213249046
2018,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Gasoline,kunits,2.776168470601291
2018,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Natural Gas,kunits,0.00010544448790156499
2018,Passenger,Road,Truck,Passenger Light Trucks,Conventionnal,Propane,kunits,0.01011464518571571
2018,Public,Road,Inter-city Buses,Urban Bus ,Conventionnal,Diesel,kunits,5.890309124121619e-05
2018,Public,Road,Cars,___,Conventionnal,Diesel,kunits,0.0006625030827396388
2018,Public,Road,Cars,___,Conventionnal,Gasoline,kunits,0.05287087738390888
2018,Public,Road,Motorcycles,___,Conventionnal,Gasoline,kunits,7.5582983520006e-05
2018,Public,Road,Truck,Heavy Trucks,Conventionnal,Diesel,kunits,0.03117463545665284
2018,Public,Road,Truck,Passenger Light Trucks,Conventionnal,Diesel,kunits,0.021955837489380483
