regions,tech,group_name,act_fraction,tech_desc
TO,COMBDGDCOPRDDLAENWELC_23,NZ50-ENE-1-COMBDG,1,
TO,INDBDGDCOPRDDLAENWELC_23,NZ50-ENE-1-INDBDG,1,
TO,COMBDGDCOCONHEPLARHWC_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOCONHEPMEDHWC_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOCONHEPSMAHWC_23,NZ50-ENE-1-COMBDG,1,
TO,PUBBDGDCOPRDDLAENWELC_23,NZ50-ENE-1-PUBBDG,1,
TO,COMBDGDCOPRDHEPENWELC_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOPRDHEPLARELC_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOPRDHEPLARHWP_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOPRDHEPMEDELC_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOPRDHEPMEDHWP_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOPRDHEPSMAELC_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOPRDHEPSMAHWP_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOSTGHTSLARCW_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOSTGHTSMEDCW_23,NZ50-ENE-1-COMBDG,1,
TO,COMBDGDCOSTGHTSSMACW_23,NZ50-ENE-1-COMBDG,1,
TO,INDBDGDCOCONHEPLARHWC_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOCONHEPMEDHWC_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOCONHEPSMAHWC_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOPRDHEPENWELC_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOPRDHEPLARELC_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOPRDHEPLARHWP_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOPRDHEPMEDELC_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOPRDHEPMEDHWP_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOPRDHEPSMAELC_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOPRDHEPSMAHWP_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOSTGHTSLARCW_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOSTGHTSMEDCW_23,NZ50-ENE-1-INDBDG,1,
TO,INDBDGDCOSTGHTSSMACW_23,NZ50-ENE-1-INDBDG,1,
TO,PUBBDGDCOCONHEPLARHWC_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOCONHEPMEDHWC_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOCONHEPSMAHWC_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOPRDHEPENWELC_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOPRDHEPLARELC_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOPRDHEPLARHWP_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOPRDHEPMEDELC_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOPRDHEPMEDHWP_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOPRDHEPSMAELC_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOPRDHEPSMAHWP_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOSTGHTSLARCW_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOSTGHTSMEDCW_23,NZ50-ENE-1-PUBBDG,1,
TO,PUBBDGDCOSTGHTSSMACW_23,NZ50-ENE-1-PUBBDG,1,
TO,RESBDGDCOCONHEPLARHWC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOCONHEPMEDHWC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOCONHEPSMAHWC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDDLAENWELC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDHEPENWELC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDHEPLARELC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDHEPLARHWP_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDHEPMEDELC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDHEPMEDHWP_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDHEPSMAELC_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOPRDHEPSMAHWP_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOSTGHTSLARCW_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOSTGHTSMEDCW_23,NZ50-ENE-1-RESBDG,1,
TO,RESBDGDCOSTGHTSSMACW_23,NZ50-ENE-1-RESBDG,1,
