regions,periods,demand_comm,demand,demand_units,demand_notes
TO,2016,ADEMCOMBDGWSTOldLI,7.002789548360957,Mm2,Aggregated DemandCommercialBuildingWholesale TradeOldLighting
TO,2016,ADEMCOMBDGRTTOldLI,10.691558942019885,Mm2,Aggregated DemandCommercialBuildingRetail TradeOldLighting
TO,2016,ADEMCOMBDGTAWOldLI,1.9660448754473028,Mm2,Aggregated DemandCommercialBuildingTransportation and WarehousingOldLighting
TO,2016,ADEMCOMBDGICIOldLI,0.4568456351731579,Mm2,Aggregated DemandCommercialBuildingInformation and Cultural IndustriesOldLighting
TO,2016,ADEMCOMBDGOFFOldLI,30.6873444022098,Mm2,Aggregated DemandCommercialBuildingOfficesOldLighting
TO,2016,ADEMCOMBDGEDSOldLI,8.578926715986093,Mm2,Aggregated DemandCommercialBuildingEducational ServicesOldLighting
TO,2016,ADEMCOMBDGHLCOldLI,3.0652826008176346,Mm2,Aggregated DemandCommercialBuildingHealth Care and Social AssistanceOldLighting
TO,2016,ADEMCOMBDGAEROldLI,2.6777419050645728,Mm2,"Aggregated DemandCommercialBuildingArts, Entertainment and RecreationOldLighting"
TO,2016,ADEMCOMBDGAFSOldLI,2.2460879960279474,Mm2,Aggregated DemandCommercialBuildingAccommodation and Food ServicesOldLighting
TO,2016,ADEMCOMBDGOTSOldLI,3.6141455276449213,Mm2,Aggregated DemandCommercialBuildingOther ServicesOldLighting
TO,2016,ADEMCOMBDGWSTNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingWholesale TradeNewLighting
TO,2016,ADEMCOMBDGRTTNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingRetail TradeNewLighting
TO,2016,ADEMCOMBDGTAWNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingTransportation and WarehousingNewLighting
TO,2016,ADEMCOMBDGICINewLI,0.0,Mm2,Aggregated DemandCommercialBuildingInformation and Cultural IndustriesNewLighting
TO,2016,ADEMCOMBDGOFFNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingOfficesNewLighting
TO,2016,ADEMCOMBDGEDSNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingEducational ServicesNewLighting
TO,2016,ADEMCOMBDGHLCNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingHealth Care and Social AssistanceNewLighting
TO,2016,ADEMCOMBDGAERNewLI,0.0,Mm2,"Aggregated DemandCommercialBuildingArts, Entertainment and RecreationNewLighting"
TO,2016,ADEMCOMBDGAFSNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingAccommodation and Food ServicesNewLighting
TO,2016,ADEMCOMBDGOTSNewLI,0.0,Mm2,Aggregated DemandCommercialBuildingOther ServicesNewLighting
TO,2016,ADEMCOMBDGWSTOldAE,7.002789548360957,Mm2,Aggregated DemandCommercialBuildingWholesale TradeOldAuxiliary Equipment
TO,2016,ADEMCOMBDGRTTOldAE,10.691558942019885,Mm2,Aggregated DemandCommercialBuildingRetail TradeOldAuxiliary Equipment
