regions,tech,group_name,act_fraction,tech_desc
TO,PASTRAROABUSIUBDURTCONVDSL_EX,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTBEVBELC____25,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATEDSLELC_25,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATEELC____25,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATENGAELC_25,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCATERDSLELC_25,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCELLHH2____23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVDSL____16,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVDSL____23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVGAS____16,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVGAS____23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVNGA____23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTCONVRDSL____23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTHYBDSL____23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTHYBRDSL____23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTPHEVDSLELC_23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTPHEVNGAELC_23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBDURTPHEVRDSLELC_23,BAP-1-PASTRA-DURT,1,
TO,PASTRAROABUSIUBGOBCONVDSL_EX,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBBEVBELC____25,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATEDSLELC_25,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATEELC____25,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATENGAELC_25,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCATERDSLELC_25,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCELLHH2____23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVDSL____16,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVDSL____23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVGAS____16,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVGAS____23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVNGA____23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBCONVRDSL____23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBHYBDSL____23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBHYBRDSL____23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBPHEVDSLELC_23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBPHEVNGAELC_23,BAP-1-PASTRA-GOB,1,
TO,PASTRAROABUSIUBGOBPHEVRDSLELC_23,BAP-1-PASTRA-GOB,1,
TO,PASTRARAIREG___GOR___DSL_EX,BAP-1-PASTRA-GOR,1,
TO,PASTRARAIREG___GOR___DSL____16,BAP-1-PASTRA-GOR,1,
TO,PASTRARAIREG___GOR___DSL____23,BAP-1-PASTRA-GOR,1,
TO,PASTRARAIREG___GOR___ELC____16,BAP-1-PASTRA-GOR,1,
TO,PASTRARAIREG___GOR___ELC____25,BAP-1-PASTRA-GOR,1,
TO,PASTRARAIREG___GOR___HH2____25,BAP-1-PASTRA-GOR,1,
TO,PASTRARAIREG___GOR___RDSL____23,BAP-1-PASTRA-GOR,1,
TO,PASTRAROABUSIUBMWAYCONVDSL_EX,BAP-1-PASTRA-MWAY,1,
TO,PASTRAROABUSIUBMWAYBEVBELC____25,BAP-1-PASTRA-MWAY,1,
TO,PASTRAROABUSIUBMWAYCATEDSLELC_25,BAP-1-PASTRA-MWAY,1,
TO,PASTRAROABUSIUBMWAYCATEELC____25,BAP-1-PASTRA-MWAY,1,
TO,PASTRAROABUSIUBMWAYCATENGAELC_25,BAP-1-PASTRA-MWAY,1,
TO,PASTRAROABUSIUBMWAYCATERDSLELC_25,BAP-1-PASTRA-MWAY,1,
TO,PASTRAROABUSIUBMWAYCELLHH2____23,BAP-1-PASTRA-MWAY,1,
TO,PASTRAROABUSIUBMWAYCONVDSL____16,BAP-1-PASTRA-MWAY,1,
