regions,tech,c2a,c2a_notes
TO,COMBDGDCOAVGPIP___CW_23,31.56,CommercialBuildingDistrict CoolingToronto AveragePipe
TO,COMBDGDCOAVGSUB___CW_23,31.56,CommercialBuildingDistrict CoolingToronto AverageSubstation
TO,COMBDGDCOCONHEPLARHWC_23,31.56,CommercialBuildingDistrict CoolingConsumptionHeat PumpLarge
TO,COMBDGDCOCONHEPMEDHWC_23,31.56,CommercialBuildingDistrict CoolingConsumptionHeat PumpMedium
TO,COMBDGDCOCONHEPSMAHWC_23,31.56,CommercialBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,COMBDGDCOPRDDLAENWELC_23,31.56,CommercialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,COMBDGDCOPRDHEPENWELC_23,31.56,CommercialBuildingDistrict CoolingProductionHeat PumpEnwave
TO,COMBDGDCOPRDHEPLARELC_23,31.56,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,COMBDGDCOPRDHEPLARHWP_23,31.56,CommercialBuildingDistrict CoolingProductionHeat PumpLarge
TO,COMBDGDCOPRDHEPMEDELC_23,31.56,CommercialBuildingDistrict CoolingProductionHeat PumpMedium
TO,COMBDGDCOPRDHEPMEDHWP_23,31.56,CommercialBuildingDistrict CoolingProductionHeat PumpMedium
TO,COMBDGDCOPRDHEPSMAELC_23,31.56,CommercialBuildingDistrict CoolingProductionHeat PumpSmall
TO,COMBDGDCOPRDHEPSMAHWP_23,31.56,CommercialBuildingDistrict CoolingProductionHeat PumpSmall
TO,COMBDGDCOSTGHTSLARCW_23,31.56,CommercialBuildingDistrict CoolingStorageHot Tank StorageLarge
TO,COMBDGDCOSTGHTSMEDCW_23,31.56,CommercialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,COMBDGDCOSTGHTSSMACW_23,31.56,CommercialBuildingDistrict CoolingStorageHot Tank StorageSmall
TO,COMBDGDHEAVGPIP___HW_23,31.56,CommercialBuildingDistrict HeatingToronto AveragePipe
TO,COMBDGDHEAVGSUB___HW_23,31.56,CommercialBuildingDistrict HeatingToronto AverageSubstation
TO,COMBDGDHECONHEPLARHWC_23,31.56,CommercialBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,COMBDGDHECONHEPMEDHWC_23,31.56,CommercialBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,COMBDGDHECONHEPSMAHWC_23,31.56,CommercialBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,COMBDGDHEPRDBOILARELC_23,31.56,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,COMBDGDHEPRDBOILARNGA_23,31.56,CommercialBuildingDistrict HeatingProductionBoilerLarge
TO,COMBDGDHEPRDBOIMEDELC_23,31.56,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,COMBDGDHEPRDBOIMEDNGA_23,31.56,CommercialBuildingDistrict HeatingProductionBoilerMedium
TO,COMBDGDHEPRDBOISMAELC_23,31.56,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,COMBDGDHEPRDBOISMANGA_23,31.56,CommercialBuildingDistrict HeatingProductionBoilerSmall
TO,COMBDGDHEPRDGTULARNGA_23,31.56,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,COMBDGDHEPRDGTULARMNGA_23,31.56,CommercialBuildingDistrict HeatingProductionGas TurbineLarge
TO,COMBDGDHEPRDGTUMEDNGA_23,31.56,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,COMBDGDHEPRDGTUMEDMNGA_23,31.56,CommercialBuildingDistrict HeatingProductionGas TurbineMedium
TO,COMBDGDHEPRDGTUSMANGA_23,31.56,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,COMBDGDHEPRDGTUSMAMNGA_23,31.56,CommercialBuildingDistrict HeatingProductionGas TurbineSmall
TO,COMBDGDHEPRDICELARNGA_23,31.56,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,COMBDGDHEPRDICELARMNGA_23,31.56,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,COMBDGDHEPRDICEMEDNGA_23,31.56,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,COMBDGDHEPRDICEMEDMNGA_23,31.56,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,COMBDGDHEPRDICESMANGA_23,31.56,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,COMBDGDHEPRDICESMAMNGA_23,31.56,CommercialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,COMBDGDHESTGHTSLARHW_23,31.56,CommercialBuildingDistrict HeatingStorageHot Tank StorageLarge
TO,COMBDGDHESTGHTSMEDHW_23,31.56,CommercialBuildingDistrict HeatingStorageHot Tank StorageMedium
TO,COMBDGDHESTGHTSSMAHW_23,31.56,CommercialBuildingDistrict HeatingStorageHot Tank StorageSmall
TO,COMBDGDHESTGPITLARHW_23,31.56,CommercialBuildingDistrict HeatingStoragePit StorageLarge
TO,COMBDGDHESTGPITMEDHW_23,31.56,CommercialBuildingDistrict HeatingStoragePit StorageMedium
TO,COMBDGDHESTGPITSMAHW_23,31.56,CommercialBuildingDistrict HeatingStoragePit StorageSmall
TO,INDBDGDCOAVGPIP___CW_23,31.56,IndustrialBuildingDistrict CoolingToronto AveragePipe
TO,INDBDGDCOAVGSUB___CW_23,31.56,IndustrialBuildingDistrict CoolingToronto AverageSubstation
TO,INDBDGDCOCONHEPLARHWC_23,31.56,IndustrialBuildingDistrict CoolingConsumptionHeat PumpLarge
TO,INDBDGDCOCONHEPMEDHWC_23,31.56,IndustrialBuildingDistrict CoolingConsumptionHeat PumpMedium
TO,INDBDGDCOCONHEPSMAHWC_23,31.56,IndustrialBuildingDistrict CoolingConsumptionHeat PumpSmall
TO,INDBDGDCOPRDDLAENWELC_23,31.56,IndustrialBuildingDistrict CoolingProductionDeep Lake CoolingEnwave
TO,INDBDGDCOPRDHEPENWELC_23,31.56,IndustrialBuildingDistrict CoolingProductionHeat PumpEnwave
TO,INDBDGDCOPRDHEPLARELC_23,31.56,IndustrialBuildingDistrict CoolingProductionHeat PumpLarge
TO,INDBDGDCOPRDHEPLARHWP_23,31.56,IndustrialBuildingDistrict CoolingProductionHeat PumpLarge
TO,INDBDGDCOPRDHEPMEDELC_23,31.56,IndustrialBuildingDistrict CoolingProductionHeat PumpMedium
TO,INDBDGDCOPRDHEPMEDHWP_23,31.56,IndustrialBuildingDistrict CoolingProductionHeat PumpMedium
TO,INDBDGDCOPRDHEPSMAELC_23,31.56,IndustrialBuildingDistrict CoolingProductionHeat PumpSmall
TO,INDBDGDCOPRDHEPSMAHWP_23,31.56,IndustrialBuildingDistrict CoolingProductionHeat PumpSmall
TO,INDBDGDCOSTGHTSLARCW_23,31.56,IndustrialBuildingDistrict CoolingStorageHot Tank StorageLarge
TO,INDBDGDCOSTGHTSMEDCW_23,31.56,IndustrialBuildingDistrict CoolingStorageHot Tank StorageMedium
TO,INDBDGDCOSTGHTSSMACW_23,31.56,IndustrialBuildingDistrict CoolingStorageHot Tank StorageSmall
TO,INDBDGDHEAVGPIP___HW_23,31.56,IndustrialBuildingDistrict HeatingToronto AveragePipe
TO,INDBDGDHEAVGSUB___HW_23,31.56,IndustrialBuildingDistrict HeatingToronto AverageSubstation
TO,INDBDGDHECONHEPLARHWC_23,31.56,IndustrialBuildingDistrict HeatingConsumptionHeat PumpLarge
TO,INDBDGDHECONHEPMEDHWC_23,31.56,IndustrialBuildingDistrict HeatingConsumptionHeat PumpMedium
TO,INDBDGDHECONHEPSMAHWC_23,31.56,IndustrialBuildingDistrict HeatingConsumptionHeat PumpSmall
TO,INDBDGDHEPRDBOILARELC_23,31.56,IndustrialBuildingDistrict HeatingProductionBoilerLarge
TO,INDBDGDHEPRDBOILARNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionBoilerLarge
TO,INDBDGDHEPRDBOIMEDELC_23,31.56,IndustrialBuildingDistrict HeatingProductionBoilerMedium
TO,INDBDGDHEPRDBOIMEDNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionBoilerMedium
TO,INDBDGDHEPRDBOISMAELC_23,31.56,IndustrialBuildingDistrict HeatingProductionBoilerSmall
TO,INDBDGDHEPRDBOISMANGA_23,31.56,IndustrialBuildingDistrict HeatingProductionBoilerSmall
TO,INDBDGDHEPRDGTULARNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,INDBDGDHEPRDGTULARMNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionGas TurbineLarge
TO,INDBDGDHEPRDGTUMEDNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,INDBDGDHEPRDGTUMEDMNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionGas TurbineMedium
TO,INDBDGDHEPRDGTUSMANGA_23,31.56,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall
TO,INDBDGDHEPRDGTUSMAMNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionGas TurbineSmall
TO,INDBDGDHEPRDICELARNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,INDBDGDHEPRDICELARMNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineLarge
TO,INDBDGDHEPRDICEMEDNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,INDBDGDHEPRDICEMEDMNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineMedium
TO,INDBDGDHEPRDICESMANGA_23,31.56,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,INDBDGDHEPRDICESMAMNGA_23,31.56,IndustrialBuildingDistrict HeatingProductionInternal Combustion EngineSmall
TO,INDBDGDHESTGHTSLARHW_23,31.56,IndustrialBuildingDistrict HeatingStorageHot Tank StorageLarge
TO,INDBDGDHESTGHTSMEDHW_23,31.56,IndustrialBuildingDistrict HeatingStorageHot Tank StorageMedium
