regions,periods,input_comm,tech,TIS,ti_split_notes
TO,2016,INDBDGELC,INDBDGLISEP_EX,1,IndustryBuildingLightingSelf produced
TO,2016,INDBDGELC,INDBDGSCSEP_EX,0.923874025,IndustryBuildingSpace CoolingSelf produced
TO,2016,INDBDGNGA,INDBDGSCSEP_EX,0.076125975,IndustryBuildingSpace CoolingSelf produced
TO,2016,INDBDGELC,INDBDGIPSEPMENE_EX,0.174626729,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2016,INDBDGNGA,INDBDGIPSEPMENE_EX,0.763693249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2016,INDBDGLFO,INDBDGIPSEPMENE_EX,0.031359668,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2016,INDBDGHFO,INDBDGIPSEPMENE_EX,0.002789249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2016,INDBDGPCOK,INDBDGIPSEPMENE_EX,0.015523658,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2016,INDBDGCOA,INDBDGIPSEPMENE_EX,0.006425867,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2016,INDBDGBMA,INDBDGIPSEPMENE_EX,0.00558158,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2016,INDBDGELC,INDBDGSHSEP_EX,0.484680218,IndustryBuildingSpace HeatingSelf produced
TO,2016,INDBDGNGA,INDBDGSHSEP_EX,0.469158185,IndustryBuildingSpace HeatingSelf produced
TO,2016,INDBDGLFO,INDBDGSHSEP_EX,0.015873742,IndustryBuildingSpace HeatingSelf produced
TO,2016,INDBDGHFO,INDBDGSHSEP_EX,0.01626449,IndustryBuildingSpace HeatingSelf produced
TO,2016,INDBDGPRO,INDBDGSHSEP_EX,0.014023366,IndustryBuildingSpace HeatingSelf produced
TO,2016,INDBDGELC,INDBDGWHSEP_EX,0.247019853,IndustryBuildingWater HeatingSelf produced
TO,2016,INDBDGNGA,INDBDGWHSEP_EX,0.703653655,IndustryBuildingWater HeatingSelf produced
TO,2016,INDBDGLFO,INDBDGWHSEP_EX,0.010852754,IndustryBuildingWater HeatingSelf produced
TO,2016,INDBDGHFO,INDBDGWHSEP_EX,0.014871843,IndustryBuildingWater HeatingSelf produced
TO,2016,INDBDGPRO,INDBDGWHSEP_EX,0.023601895,IndustryBuildingWater HeatingSelf produced
TO,2017,INDBDGELC,INDBDGLISEP_EX,1,IndustryBuildingLightingSelf produced
TO,2017,INDBDGELC,INDBDGSCSEP_EX,0.923874025,IndustryBuildingSpace CoolingSelf produced
TO,2017,INDBDGNGA,INDBDGSCSEP_EX,0.076125975,IndustryBuildingSpace CoolingSelf produced
TO,2017,INDBDGELC,INDBDGIPSEPMENE_EX,0.174626729,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2017,INDBDGNGA,INDBDGIPSEPMENE_EX,0.763693249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2017,INDBDGLFO,INDBDGIPSEPMENE_EX,0.031359668,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2017,INDBDGHFO,INDBDGIPSEPMENE_EX,0.002789249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2017,INDBDGPCOK,INDBDGIPSEPMENE_EX,0.015523658,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2017,INDBDGCOA,INDBDGIPSEPMENE_EX,0.006425867,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2017,INDBDGBMA,INDBDGIPSEPMENE_EX,0.00558158,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2017,INDBDGELC,INDBDGSHSEP_EX,0.484680218,IndustryBuildingSpace HeatingSelf produced
TO,2017,INDBDGNGA,INDBDGSHSEP_EX,0.469158185,IndustryBuildingSpace HeatingSelf produced
TO,2017,INDBDGLFO,INDBDGSHSEP_EX,0.015873742,IndustryBuildingSpace HeatingSelf produced
TO,2017,INDBDGHFO,INDBDGSHSEP_EX,0.01626449,IndustryBuildingSpace HeatingSelf produced
TO,2017,INDBDGPRO,INDBDGSHSEP_EX,0.014023366,IndustryBuildingSpace HeatingSelf produced
TO,2017,INDBDGELC,INDBDGWHSEP_EX,0.247019853,IndustryBuildingWater HeatingSelf produced
TO,2017,INDBDGNGA,INDBDGWHSEP_EX,0.703653655,IndustryBuildingWater HeatingSelf produced
TO,2017,INDBDGLFO,INDBDGWHSEP_EX,0.010852754,IndustryBuildingWater HeatingSelf produced
TO,2017,INDBDGHFO,INDBDGWHSEP_EX,0.014871843,IndustryBuildingWater HeatingSelf produced
TO,2017,INDBDGPRO,INDBDGWHSEP_EX,0.023601895,IndustryBuildingWater HeatingSelf produced
TO,2018,INDBDGELC,INDBDGLISEP_EX,1,IndustryBuildingLightingSelf produced
TO,2018,INDBDGELC,INDBDGSCSEP_EX,0.923874025,IndustryBuildingSpace CoolingSelf produced
TO,2018,INDBDGNGA,INDBDGSCSEP_EX,0.076125975,IndustryBuildingSpace CoolingSelf produced
TO,2018,INDBDGELC,INDBDGIPSEPMENE_EX,0.174626729,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2018,INDBDGNGA,INDBDGIPSEPMENE_EX,0.763693249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2018,INDBDGLFO,INDBDGIPSEPMENE_EX,0.031359668,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2018,INDBDGHFO,INDBDGIPSEPMENE_EX,0.002789249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2018,INDBDGPCOK,INDBDGIPSEPMENE_EX,0.015523658,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2018,INDBDGCOA,INDBDGIPSEPMENE_EX,0.006425867,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2018,INDBDGBMA,INDBDGIPSEPMENE_EX,0.00558158,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2018,INDBDGELC,INDBDGSHSEP_EX,0.484680218,IndustryBuildingSpace HeatingSelf produced
TO,2018,INDBDGNGA,INDBDGSHSEP_EX,0.469158185,IndustryBuildingSpace HeatingSelf produced
TO,2018,INDBDGLFO,INDBDGSHSEP_EX,0.015873742,IndustryBuildingSpace HeatingSelf produced
TO,2018,INDBDGHFO,INDBDGSHSEP_EX,0.01626449,IndustryBuildingSpace HeatingSelf produced
TO,2018,INDBDGPRO,INDBDGSHSEP_EX,0.014023366,IndustryBuildingSpace HeatingSelf produced
TO,2018,INDBDGELC,INDBDGWHSEP_EX,0.247019853,IndustryBuildingWater HeatingSelf produced
TO,2018,INDBDGNGA,INDBDGWHSEP_EX,0.703653655,IndustryBuildingWater HeatingSelf produced
TO,2018,INDBDGLFO,INDBDGWHSEP_EX,0.010852754,IndustryBuildingWater HeatingSelf produced
TO,2018,INDBDGHFO,INDBDGWHSEP_EX,0.014871843,IndustryBuildingWater HeatingSelf produced
TO,2018,INDBDGPRO,INDBDGWHSEP_EX,0.023601895,IndustryBuildingWater HeatingSelf produced
TO,2019,INDBDGELC,INDBDGLISEP_EX,1,IndustryBuildingLightingSelf produced
TO,2019,INDBDGELC,INDBDGSCSEP_EX,0.923874025,IndustryBuildingSpace CoolingSelf produced
TO,2019,INDBDGNGA,INDBDGSCSEP_EX,0.076125975,IndustryBuildingSpace CoolingSelf produced
TO,2019,INDBDGELC,INDBDGIPSEPMENE_EX,0.174626729,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2019,INDBDGNGA,INDBDGIPSEPMENE_EX,0.763693249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2019,INDBDGLFO,INDBDGIPSEPMENE_EX,0.031359668,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2019,INDBDGHFO,INDBDGIPSEPMENE_EX,0.002789249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2019,INDBDGPCOK,INDBDGIPSEPMENE_EX,0.015523658,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2019,INDBDGCOA,INDBDGIPSEPMENE_EX,0.006425867,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2019,INDBDGBMA,INDBDGIPSEPMENE_EX,0.00558158,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2019,INDBDGELC,INDBDGSHSEP_EX,0.484680218,IndustryBuildingSpace HeatingSelf produced
TO,2019,INDBDGNGA,INDBDGSHSEP_EX,0.469158185,IndustryBuildingSpace HeatingSelf produced
TO,2019,INDBDGLFO,INDBDGSHSEP_EX,0.015873742,IndustryBuildingSpace HeatingSelf produced
TO,2019,INDBDGHFO,INDBDGSHSEP_EX,0.01626449,IndustryBuildingSpace HeatingSelf produced
TO,2019,INDBDGPRO,INDBDGSHSEP_EX,0.014023366,IndustryBuildingSpace HeatingSelf produced
TO,2019,INDBDGELC,INDBDGWHSEP_EX,0.247019853,IndustryBuildingWater HeatingSelf produced
TO,2019,INDBDGNGA,INDBDGWHSEP_EX,0.703653655,IndustryBuildingWater HeatingSelf produced
TO,2019,INDBDGLFO,INDBDGWHSEP_EX,0.010852754,IndustryBuildingWater HeatingSelf produced
TO,2019,INDBDGHFO,INDBDGWHSEP_EX,0.014871843,IndustryBuildingWater HeatingSelf produced
TO,2019,INDBDGPRO,INDBDGWHSEP_EX,0.023601895,IndustryBuildingWater HeatingSelf produced
TO,2020,INDBDGELC,INDBDGLISEP_EX,1,IndustryBuildingLightingSelf produced
TO,2020,INDBDGELC,INDBDGSCSEP_EX,0.923874025,IndustryBuildingSpace CoolingSelf produced
TO,2020,INDBDGNGA,INDBDGSCSEP_EX,0.076125975,IndustryBuildingSpace CoolingSelf produced
TO,2020,INDBDGELC,INDBDGIPSEPMENE_EX,0.174626729,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2020,INDBDGNGA,INDBDGIPSEPMENE_EX,0.763693249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2020,INDBDGLFO,INDBDGIPSEPMENE_EX,0.031359668,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2020,INDBDGHFO,INDBDGIPSEPMENE_EX,0.002789249,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2020,INDBDGPCOK,INDBDGIPSEPMENE_EX,0.015523658,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2020,INDBDGCOA,INDBDGIPSEPMENE_EX,0.006425867,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
TO,2020,INDBDGBMA,INDBDGIPSEPMENE_EX,0.00558158,IndustryBuildingIndustrial ProcessesSelf producedMix Energy
