"Discounted Investment and fixed Costs for waste sector by end use, per vintage. (k CAD 2016)"
vintage,sector,Cost_type,Cost,EndUse,Treatment_Plant,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Costs
1955,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,,Mix Natural gas,0.0
1955,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Process,,,Electricity,436881.4032696139
1955,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Tons to Energy,,,,36587.6339742
1955,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Export of energy,,,,0.0
1960,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,0.0
1960,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Flaring,,,,0.0
1960,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Process,,,Electricity,226591.6835957332
1960,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Tons to Energy,,,,62100.8159462886
1960,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Export of energy,,,,0.0
1960,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,0.0
1960,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Flaring,,,,0.0
1960,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Process,,,Electricity,358339.39325610595
1960,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Tons to Energy,,,,98208.23233126468
1960,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Export of energy,,,,0.0
1980,Water Waste,FixedCosts,Discounted,Fresh water,F.J Horgan Water Treatment Plant,Process,,,,1460851.1995669317
1980,Water Waste,FixedCosts,Discounted,Fresh water,Island Water Treatment Plant,Process,,,,748686.2397780524
1980,Water Waste,FixedCosts,Undiscounted,Fresh water,F.J Horgan Water Treatment Plant,Process,,,,2310237.1816267595
1980,Water Waste,FixedCosts,Undiscounted,Fresh water,Island Water Treatment Plant,Process,,,,1183996.5555837136
2000,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,164403.38300154102
2000,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,91555.51895197398
2000,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,34109.15496812526
2000,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,197821.7617546438
2000,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,110166.06669991944
2000,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,,Mix Natural gas,41042.54428689859
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Biogas generation,,,,79154.54485358644
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Compost,Leaking,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Anaerobic Digester,,,Mix Natural gas,59177.62987243984
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Tons to Energy,,,,6086.255085692477
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Dufferin,Export of energy,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Anaerobic Digester,,,Mix Natural gas,55854.87147632866
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Tons to Energy,,,,8299.438753217015
2015,Solid Waste,FixedCosts,Discounted,Green Bin,Disco Road,Export of energy,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas capture,,,,2510.343464642533
2015,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,MI - Arbor Hills,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas capture,,,,3541.481309626909
2015,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Beare Rd,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Brock West,Leaking,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas capture,,,,6735.65199121288
2015,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,MI - Carleton farms,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Aggregate demand,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas capture,,,,28299.447663563085
2015,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Green Lane,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas capture,,,,20974.756662792428
2015,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Keele Valley,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Discounted,Landfill,Thackeray,Leaking,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Biogas generation,,,,125177.54900000012
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Compost,Leaking,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Anaerobic Digester,,,Mix Natural gas,86831.70758494647
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Tons to Energy,,,,9625.0
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Dufferin,Export of energy,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Anaerobic Digester,,,Mix Natural gas,81956.20334375818
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Tons to Energy,,,,13125.0
2015,Solid Waste,FixedCosts,Undiscounted,Green Bin,Disco Road,Export of energy,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas capture,,,,3969.938082941078
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Arbor Hills,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas capture,,,,5600.612712616973
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Beare Rd,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Brock West,Leaking,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas capture,,,,10651.977201518774
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,MI - Carleton farms,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Aggregate demand,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas capture,,,,44753.65884714705
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Green Lane,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas capture,,,,33170.156366590665
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Flaring,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Keele Valley,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Biogas generation,,,,0.0
2015,Solid Waste,FixedCosts,Undiscounted,Landfill,Thackeray,Leaking,,,,0.0
2016,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,191.71912209788064
2016,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,691.8652846804628
2016,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,278.6728453021442
2016,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,186.04983812603297
2016,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,704.7519680927338
2016,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,285.41335137421953
2016,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,177.84916144347306
2016,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,593.4748115363725
2016,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,269.69074962507904
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,284.8942021445518
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,1085.9381859158827
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,414.1072473781375
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,276.4696583837795
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,1106.1648715395982
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,424.1236248705926
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,264.2834705118646
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,931.5064283420865
2016,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,400.7598725649093
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2016,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2016,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,0.0
2017,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,136.27185689855585
2017,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,514.3886743055804
2017,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,164.37911016196546
2017,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,132.25246393460012
2017,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,520.6891013026532
2017,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,163.5099474908004
2017,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,126.35810163487228
2017,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,449.722381152998
2017,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,155.5380363772674
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,208.57467615479305
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,816.6131793793464
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,251.5950134455704
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,202.42268259665144
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,826.6153663996438
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,250.26469237422083
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,193.4009026357313
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,713.9527790093415
2017,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,238.06306236284047
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,25.601389534173073
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,30.88189833407799
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,24.84626630254537
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,30.718608769970675
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,23.73889263988799
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2017,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,29.22092607602094
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,23.174964017199237
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,27.95500149395228
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,22.49140917740572
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,27.807188041580098
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,21.488989181747936
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2017,Water Waste,InvestmentCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,26.45145137364895
2018,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,129.18656030774875
2018,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,424.8607057106143
2018,Water Waste,FixedCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,148.8364049380724
2018,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,125.35215919901022
2018,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,426.9795809931249
2018,Water Waste,FixedCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,148.101567264073
2018,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,119.42122289329257
2018,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,372.2897216679362
2018,Water Waste,FixedCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,140.36767088824735
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,203.66198098990367
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,682.2091875555977
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,234.6398650207359
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,197.6170663807117
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,685.6115172264373
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,233.4813970188304
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,188.2669742792583
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,597.7946775039617
2018,Water Waste,FixedCosts,Undiscounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,221.28894717792537
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,24.270275083142767
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,27.96189078513903
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,23.549906265624145
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,27.82383685408817
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,___,Mix Energy,22.435661445594427
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,Carbon Capture Storage,Hydrogen,0.0
2018,Water Waste,InvestmentCosts,Discounted,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,Standard,Mix Energy,26.370869981538423
