regions,emis_comm,input_comm,tech,vintage,output_comm,emis_act,emis_act_units,emis_act_notes
TO,CO2e,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2023,VKTFRETRAROATRULGT,479.35024756986536,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,CO2,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2023,VKTFRETRAROATRULGT,467.6650754830139,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,CH4,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2023,VKTFRETRAROATRULGT,0.01186170331316922,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,N2O,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2023,VKTFRETRAROATRULGT,0.03837609502441239,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,CO2e,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2024,VKTFRETRAROATRULGT,470.3624487916718,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,CO2,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2024,VKTFRETRAROATRULGT,458.89637323379395,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,CH4,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2024,VKTFRETRAROATRULGT,0.01163929683046503,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,N2O,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2024,VKTFRETRAROATRULGT,0.037656544712879526,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,CO2e,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2025,VKTFRETRAROATRULGT,461.70548856878395,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
TO,CO2,FRETRADSL,FRETRAROATRULGTCONVDSL____23,2025,VKTFRETRAROATRULGT,450.45044465314743,t/MVkm,Freight TransportationTransportationRoadTruckPassenger Light TrucksConventionnalDiesel2023
