"Waste Capacity per end use,  per plants, per technology type, and per period"
t_periods,Sub,EndUse,Treatment_Plant,Tech_type_1,Tech_type_2,Capacity_units,Capacities
2016,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2016,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2016,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2016,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2016,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2016,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2016,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2016,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2016,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,0.6290076754795362
2016,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.03337818173446468
2016,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,1.104975294962849
2016,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2016,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,0.606074125918716
2016,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.031577833265329404
2016,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,1.0923788245271604
2016,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2016,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,0.5935029217034996
2016,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.0300283077377425
2016,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,1.0758864744116603
2016,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2017,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2017,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2017,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2017,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2017,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2017,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2017,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2017,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2017,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.0885557580609233
2017,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.057385294849126904
2017,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,1.7908433106939752
2017,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2017,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.0497863574976436
2017,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.05459269624769488
2017,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,1.766745664742443
2017,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2017,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.026536659796276
2017,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.051967554216374806
2017,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,1.737553105968601
2017,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2018,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2018,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2018,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2018,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2018,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2018,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2018,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2018,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2018,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.538079434001269
2018,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.07658984692371197
2018,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,2.4352751741298
2018,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2018,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.4832482420417783
2018,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.07305292300446786
2018,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,2.4006068222755292
2018,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2018,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.449058219558058
2018,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.06957213015271528
2018,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,2.3585631578246185
2018,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2019,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2019,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2019,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2019,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2019,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2019,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2019,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2019,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2019,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.9794139510875104
2019,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.09240030517990194
2019,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,3.0395193850692968
2019,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2019,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.9080291801474965
2019,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.08824877872054854
2019,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,2.9944559602467855
2019,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2019,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,1.8626683147039025
2019,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.08407453666964267
2019,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,2.9397152771777386
2019,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2020,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2020,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2020,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2020,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2020,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2020,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2020,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2020,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2020,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,2.412642391199807
2020,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.09795216305632334
2020,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,3.606456819669283
2020,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2020,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,2.3242174424996347
2020,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.09358735645228992
2020,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,3.551245161792629
2020,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2020,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,2.267384156520783
2020,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.08920604514801146
2020,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,3.483926251303671
2020,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2021,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2021,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2021,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2021,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2021,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2021,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2021,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2021,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2021,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,2.881568073530562
2021,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.10391928343850002
2021,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,4.193630448552673
2021,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2021,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,2.7734506206326492
2021,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.09932281526131548
2021,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,4.128193604838106
2021,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2021,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,2.703996620322279
2021,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.09471696888198725
2021,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,4.04806942018619
2021,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2022,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
2022,Solid,Green Bin,Disco Road,Anaerobic Digester,,Tj.y,403.0917097947471
2022,Solid,Landfill,MI - Arbor Hills,Biogas capture,,Tj.y,204.37241250980665
2022,Solid,Landfill,Beare Rd,Biogas capture,,Tj.y,288.3195424455218
2022,Solid,Landfill,MI - Carleton farms,Biogas capture,,Tj.y,506.18195661617216
2022,Solid,Landfill,Green Lane,Biogas capture,,Tj.y,2658.3673355205324
2022,Solid,Landfill,Keele Valley,Biogas capture,,Tj.y,1142.7782271417814
2022,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,2015.422313452776
2022,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,3.345270621072981
2022,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Central,MW,0.10974473372499752
2022,Water,Waste water,Ahsbridges Bay Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,4.750268224976438
2022,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,,TJ.y,1122.3797980715958
2022,Water,Waste water,Humber Wastewater Treatment Plant,Anaerobic Digester,Public,TJ.y,3.217087105081823
2022,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Central,MW,0.10491966175652528
2022,Water,Waste water,Humber Wastewater Treatment Plant,Gasification,Enerkem,TJ.y,4.675133627671679
2022,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,,TJ.y,418.14438827657136
2022,Water,Waste water,Highland Creek Waterwater Treatment Plant,Anaerobic Digester,Public,TJ.y,3.1349201860454934
2022,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Central,MW,0.10009249750568122
2022,Water,Waste water,Highland Creek Waterwater Treatment Plant,Gasification,Enerkem,TJ.y,4.5827303099280154
2022,Water,Waste water,Highland Creek Waterwater Treatment Plant,Incineration,,kt.y,3.71839517625232
2023,Solid,Green Bin,Compost,Biogas upgrade,Public,TJ.y,7.130229516620657
2023,Solid,Green Bin,Compost,Biogas capture,___,TJ.y,8.716209934005956
2023,Solid,Green Bin,Compost,Cogeneration engine,Internal Combustion Engine,MW,0.01168488787942962
2023,Solid,Green Bin,Dufferin,Anaerobic Digester,,Tj.y,427.0712898693506
