regions,tech,group_name,act_fraction,tech_desc
TO,FRETRAROATRULGTCONVDSL_EX,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTBEVBELCF____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCELLHH2____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVDSL____16,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVDSL____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVGAS____16,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVGAS____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVNGA____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVPRO____16,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVPRO____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTCONVRDSL____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTHYBDSL____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTHYBGAS____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTHYBRDSL____23,BAP-TRA-5-FRETRA-ROATRULGT,1,
TO,FRETRAROATRULGTPHEVGASBELCF_23,BAP-TRA-5-FRETRA-ROATRULGT,1,
