regions,tech,group_name,act_fraction,tech_desc
TO,RESBDGSDEOldCWA___CBESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldCWA___CBESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldCWA___CBESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewCWA___CBESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewCWA___CBESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewCWA___CBESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldLIFLUT5STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldLIFLUT5STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldRAG______STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldRAG______STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldLIFLUT5STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldRAG______STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldCDY______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldCDY______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldCDY______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldDWA______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldDWA______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldDWA______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldFRZ___CHSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewLIFLUT5STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewLIFLUT5STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldFRZ___CHSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldFRZ___CHSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewRAG______STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewRAG______STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewRAG______STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLUT5STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewDWA______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewDWA______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewDWA______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewCDY______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewCDY______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewCDY______STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldSHFUR___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldSHFUR___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldSHFUR___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldWHWTK___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewFRZ___CHSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewFRZ___CHSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewFRZ___CHSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewSCWD___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSCWD___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCWD___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHWTK___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldSCWD___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHWTK___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldSCWD___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldSCWD___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHWTK___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSHFUR___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldSCWA___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHWTK___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHWTK___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldSCWA___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldSCWA___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewSHFUR___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewSHFUR___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSHFUR___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewSHPLT1500WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHPLT1500WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSHPLT1500WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHWTK___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHWTK___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHWTK___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHWTK___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHWTK___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldWHWTK___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHSYS___STDPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHWTK___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSCWA___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHWTK___ESRNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCWA___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHSYS___STDPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHSYS___STDBMA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHSYS___STDBWP_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewSCWA___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHSYS___STDLFO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHWTK___HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHSYS___STDPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHSYS___STDBMA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHSYS___STDLFO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewREF___FRTSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewREF___FRTSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHSYS___STDBWP_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHSYS___STDKER_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewREF___FRTSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHSYS___STDLFO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHSYS___STDBMA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHSYS___STDLFO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHSYS___STDKER_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHSYS___STDBWP_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHSYS___STDBMA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHSYS___STDLFO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHSYS___STDBMA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldSHFUR___HIGPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHSYS___STDBWP_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldSHFUR___HIGPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHSYS___STDBWP_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewWHSYS___STDKER_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldWHSYS___STDBMA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldWHSYS___STDLFO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldSHFUR___HIGPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHSYS___STDKER_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldWHSYS___STDBWP_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewCWA___CBSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSHHEP___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCWA___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHSYS___STDKER_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLUT5HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHPLT1000WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCWA___HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewFRZ___CHHIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHSYS___STDPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCWD___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldSHHEP___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHWTK___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewFRZ___CHESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewSHHEP___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldWHSYS___STDKER_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLUT8STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLC___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLUT12STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHSYS___STDPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewCWA___CBSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldSHHEP___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLILED___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSHFUR___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCWD___HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHPLT500WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___HIGPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHSTHBCKSTDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLUT8HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewCWA___CBHIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewDWA______ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPAOldWHSYS___STDPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewFRZ___CHHIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLC___HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCCE___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCCE___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewSHFUR___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewFRZ___CHESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewDWA______HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewFRZ___STGSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLILED___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldWHWTK___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSCCE___HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewWHWTK___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewFRZ___STGESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewFRZ___STGHIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___ESRPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIFLC___ESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___STDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIINC60WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewLIFLUT5HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDENewSHPLT1000WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewREF___FRTESRELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGAPANewLIFLUT5HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewLIHAL60WSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSDEOldWHWTK___STDNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewWHWTK___HIGELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewRAG______HIGNGA_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___STDPRO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewSHFUR___STDLFO_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATOldCWA___CBSTDELC_23,NZ50-BDG-15-RESBDG,1,
TO,RESBDGSATNewREF___FRTHIGELC_23,NZ50-BDG-15-RESBDG,1,
