regions,tech,group_name,act_fraction,tech_desc
TO,RESBDGAPA2025SH,BAP-BDG-1-RESBDGAPA-TEDI,-54,
TO,RESBDGAPA2030SH,BAP-BDG-1-RESBDGAPA-TEDI,-54,
TO,RESBDGAPA2035SH,BAP-BDG-1-RESBDGAPA-TEDI,-54,
TO,RESBDGAPA2040SH,BAP-BDG-1-RESBDGAPA-TEDI,-54,
TO,RESBDGAPA2045SH,BAP-BDG-1-RESBDGAPA-TEDI,-54,
TO,RESBDGSDE2025SH,BAP-BDG-1-RESBDGSDE-TEDI,-54,
TO,RESBDGSDE2030SH,BAP-BDG-1-RESBDGSDE-TEDI,-54,
TO,RESBDGSDE2035SH,BAP-BDG-1-RESBDGSDE-TEDI,-54,
TO,RESBDGSDE2040SH,BAP-BDG-1-RESBDGSDE-TEDI,-54,
TO,RESBDGSDE2045SH,BAP-BDG-1-RESBDGSDE-TEDI,-54,
TO,RESBDGSAT2025SH,BAP-BDG-1-RESBDGSAT-TEDI,-54,
TO,RESBDGSAT2030SH,BAP-BDG-1-RESBDGSAT-TEDI,-54,
TO,RESBDGSAT2035SH,BAP-BDG-1-RESBDGSAT-TEDI,-54,
TO,RESBDGSAT2040SH,BAP-BDG-1-RESBDGSAT-TEDI,-54,
TO,RESBDGSAT2045SH,BAP-BDG-1-RESBDGSAT-TEDI,-54,
TO,RESBDGAPANewSHBOI___STDHH2_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFIR___HIGPRO_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFIR___STDPRO_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___ESRNGA_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___ESRPRO_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___HIGLFO_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___HIGNGA_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___HIGNGA_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___HIGPRO_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___MEDNGA_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDBMA_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDBWP_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDELC_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDKER_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDKER_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDLFO_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDLFO_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDNGA_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDPRO_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHFUR___STDPRO_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHHEP___ESRELC_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHHEP___HIGELC_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHHEP___STDELC_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHHEP___STDELC_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHHEP___STDNGA_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHPLT___STDELC_16,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHPLT1000WSTDELC_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHPLT1500WSTDELC_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHPLT500WSTDELC_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHPST___HIGBWP_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHPST___STDBWP_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHSTV___HIGBMA_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGAPANewSHSTV___STDBMA_23,BAP-BDG-1-RESBDGAPA-TEDI,1,
TO,RESBDGSATNewSHBOI___STDHH2_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFIR___HIGPRO_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFIR___STDPRO_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___ESRNGA_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___ESRPRO_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___HIGLFO_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___HIGNGA_16,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___HIGNGA_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___HIGPRO_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___MEDNGA_16,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___STDBMA_16,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___STDBWP_16,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___STDELC_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___STDKER_16,BAP-BDG-1-RESBDGSAT-TEDI,1,
TO,RESBDGSATNewSHFUR___STDKER_23,BAP-BDG-1-RESBDGSAT-TEDI,1,
