regions,tech,group_name,act_fraction,tech_desc
TO,INDBDGBMAIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGBMTNIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGCOAIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGCOKIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP16,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP17,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP18,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP19,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP20,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP21,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP22,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP23,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP24,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP25,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP26,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP27,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP28,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP29,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP30,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP31,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP32,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP33,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP34,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP35,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP36,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP37,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP38,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP39,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP40,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP41,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP42,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP43,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP44,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP45,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP46,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP47,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP48,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP49,NZ50-BDG-7-INDBDG,1,
TO,INDBDGELCIMP50,NZ50-BDG-7-INDBDG,1,
TO,INDBDGETHOSIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGHFOIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGHH2IMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGLFOIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGNGAIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGPCOKIMP,NZ50-BDG-7-INDBDG,1,
TO,INDBDGPROIMP,NZ50-BDG-7-INDBDG,1,
