regions,periods,tech,minact,minact_units,minact_notes
TO,2016,RESBDGAPAOldSHFUR___STDBMA_16,0.0,,
TO,2016,RESBDGAPAOldWH______STDBMA_16,0.0,,
TO,2016,RESBDGSATOldSHFUR___STDBMA_16,0.0,,
TO,2016,RESBDGSATOldWH______STDBMA_16,0.0,,
TO,2016,RESBDGSDEOldSHFUR___STDBMA_16,0.0,,
TO,2016,RESBDGSDEOldWH______STDBMA_16,0.0,,
TO,2016,RESBDGAPAOldSHFUR___HIGNGA_16,0.0,,
TO,2016,RESBDGAPAOldSHFUR___MEDNGA_16,0.0,,
TO,2016,RESBDGAPAOldWH______STDNGA_16,0.0,,
TO,2016,RESBDGSATOldSHFUR___HIGNGA_16,0.0,,
TO,2016,RESBDGSATOldSHFUR___MEDNGA_16,0.0,,
TO,2016,RESBDGSATOldWH______STDNGA_16,0.0,,
TO,2016,RESBDGSDEOldSHFUR___HIGNGA_16,0.0,,
TO,2016,RESBDGSDEOldSHFUR___MEDNGA_16,0.0,,
TO,2016,RESBDGSDEOldWH______STDNGA_16,0.0,,
TO,2016,RESBDGAPANewREF______STDELC_16,0.0,,
TO,2016,RESBDGAPANewSCCE___STDELC_16,0.0,,
TO,2016,RESBDGAPANewSCRO___STDELC_16,0.0,,
TO,2016,RESBDGAPANewSHHEP___STDELC_16,0.0,,
TO,2016,RESBDGAPANewSHPLT___STDELC_16,0.0,,
TO,2016,RESBDGAPANewWH______STDELC_16,0.0,,
TO,2016,RESBDGAPAOldAPLOTH___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldCDY______STDELC_16,0.0,,
TO,2016,RESBDGAPAOldCWA______STDELC_16,0.0,,
TO,2016,RESBDGAPAOldDWA______STDELC_16,0.0,,
TO,2016,RESBDGAPAOldFRZ______STDELC_16,0.0,,
TO,2016,RESBDGAPAOldLIFLC___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldLIFLU___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldLIHAL___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldLIINC___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldLILED___HIGELC_16,0.0,,
TO,2016,RESBDGAPAOldLILED___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldRAG______STDELC_16,0.0,,
TO,2016,RESBDGAPAOldREF______STDELC_16,0.0,,
TO,2016,RESBDGAPAOldSCCE___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldSCRO___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldSHHEP___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldSHPLT___STDELC_16,0.0,,
TO,2016,RESBDGAPAOldWH______STDELC_16,0.0,,
TO,2016,RESBDGSATNewAPLOTH___STDELC_16,0.0,,
TO,2016,RESBDGSATNewCDY______STDELC_16,0.0,,
TO,2016,RESBDGSATNewCWA______STDELC_16,0.0,,
TO,2016,RESBDGSATNewDWA______STDELC_16,0.0,,
TO,2016,RESBDGSATNewFRZ______STDELC_16,0.0,,
TO,2016,RESBDGSATNewLIFLC___STDELC_16,0.0,,
TO,2016,RESBDGSATNewLIFLU___STDELC_16,0.0,,
TO,2016,RESBDGSATNewLIHAL___STDELC_16,0.0,,
TO,2016,RESBDGSATNewLIINC___STDELC_16,0.0,,
TO,2016,RESBDGSATNewLILED___HIGELC_16,0.0,,
TO,2016,RESBDGSATNewLILED___STDELC_16,0.0,,
TO,2016,RESBDGSATNewRAG______STDELC_16,0.0,,
TO,2016,RESBDGSATNewREF______STDELC_16,0.0,,
TO,2016,RESBDGSATNewSCCE___STDELC_16,0.0,,
TO,2016,RESBDGSATNewSCRO___STDELC_16,0.0,,
TO,2016,RESBDGSATNewSHHEP___STDELC_16,0.0,,
TO,2016,RESBDGSATNewSHPLT___STDELC_16,0.0,,
TO,2016,RESBDGSATNewWH______STDELC_16,0.0,,
TO,2016,RESBDGSATOldAPLOTH___STDELC_16,0.0,,
TO,2016,RESBDGSATOldCDY______STDELC_16,0.0,,
TO,2016,RESBDGSATOldCWA______STDELC_16,0.0,,
TO,2016,RESBDGSATOldDWA______STDELC_16,0.0,,
TO,2016,RESBDGSATOldFRZ______STDELC_16,0.0,,
TO,2016,RESBDGSATOldLIFLC___STDELC_16,0.0,,
TO,2016,RESBDGSATOldLIFLU___STDELC_16,0.0,,
TO,2016,RESBDGSATOldLIHAL___STDELC_16,0.0,,
TO,2016,RESBDGSATOldLIINC___STDELC_16,0.0,,
TO,2016,RESBDGSATOldLILED___HIGELC_16,0.0,,
TO,2016,RESBDGSATOldLILED___STDELC_16,0.0,,
TO,2016,RESBDGSATOldRAG______STDELC_16,0.0,,
TO,2016,RESBDGSATOldREF______STDELC_16,0.0,,
TO,2016,RESBDGSATOldSCCE___STDELC_16,0.0,,
TO,2016,RESBDGSATOldSCRO___STDELC_16,0.0,,
TO,2016,RESBDGSATOldSHHEP___STDELC_16,0.0,,
TO,2016,RESBDGSATOldSHPLT___STDELC_16,0.0,,
TO,2016,RESBDGSATOldWH______STDELC_16,0.0,,
TO,2016,RESBDGSDENewAPLOTH___STDELC_16,0.0,,
TO,2016,RESBDGSDENewCDY______STDELC_16,0.0,,
TO,2016,RESBDGSDENewCWA______STDELC_16,0.0,,
TO,2016,RESBDGSDENewDWA______STDELC_16,0.0,,
TO,2016,RESBDGSDENewFRZ______STDELC_16,0.0,,
TO,2016,RESBDGSDENewLIFLC___STDELC_16,0.0,,
TO,2016,RESBDGSDENewLIFLU___STDELC_16,0.0,,
TO,2016,RESBDGSDENewLIHAL___STDELC_16,0.0,,
TO,2016,RESBDGSDENewLIINC___STDELC_16,0.0,,
TO,2016,RESBDGSDENewLILED___HIGELC_16,0.0,,
TO,2016,RESBDGSDENewLILED___STDELC_16,0.0,,
TO,2016,RESBDGSDENewRAG______STDELC_16,0.0,,
TO,2016,RESBDGSDENewREF______STDELC_16,0.0,,
TO,2016,RESBDGSDENewSCCE___STDELC_16,0.0,,
TO,2016,RESBDGSDENewSCRO___STDELC_16,0.0,,
TO,2016,RESBDGSDENewSHHEP___STDELC_16,0.0,,
TO,2016,RESBDGSDENewSHPLT___STDELC_16,0.0,,
TO,2016,RESBDGSDENewWH______STDELC_16,0.0,,
TO,2016,RESBDGSDEOldAPLOTH___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldCDY______STDELC_16,0.0,,
TO,2016,RESBDGSDEOldCWA______STDELC_16,0.0,,
TO,2016,RESBDGSDEOldDWA______STDELC_16,0.0,,
TO,2016,RESBDGSDEOldFRZ______STDELC_16,0.0,,
TO,2016,RESBDGSDEOldLIFLC___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldLIFLU___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldLIHAL___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldLIINC___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldLILED___HIGELC_16,0.0,,
TO,2016,RESBDGSDEOldLILED___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldRAG______STDELC_16,0.0,,
TO,2016,RESBDGSDEOldREF______STDELC_16,0.0,,
TO,2016,RESBDGSDEOldSCCE___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldSCRO___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldSHHEP___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldSHPLT___STDELC_16,0.0,,
TO,2016,RESBDGSDEOldWH______STDELC_16,0.0,,
TO,2016,RESBDGAPANewSHFUR___STDKER_16,0.0,,
TO,2016,RESBDGAPANewWH______STDKER_16,0.0,,
TO,2016,RESBDGAPAOldSHFUR___STDKER_16,0.0,,
TO,2016,RESBDGAPAOldWH______STDKER_16,0.0,,
TO,2016,RESBDGSATNewSHFUR___STDKER_16,0.0,,
TO,2016,RESBDGSATNewWH______STDKER_16,0.0,,
TO,2016,RESBDGSATOldSHFUR___STDKER_16,0.0,,
TO,2016,RESBDGSATOldWH______STDKER_16,0.0,,
TO,2016,RESBDGSDENewSHFUR___STDKER_16,0.0,,
TO,2016,RESBDGSDENewWH______STDKER_16,0.0,,
TO,2016,RESBDGSDEOldSHFUR___STDKER_16,0.0,,
TO,2016,RESBDGSDEOldWH______STDKER_16,0.0,,
TO,2016,RESBDGAPANewSHFUR___STDLFO_16,0.0,,
TO,2016,RESBDGAPANewWH______STDLFO_16,0.0,,
TO,2016,RESBDGAPAOldSHFUR___STDLFO_16,0.0,,
TO,2016,RESBDGAPAOldWH______STDLFO_16,0.0,,
TO,2016,RESBDGSATNewSHFUR___STDLFO_16,0.0,,
TO,2016,RESBDGSATNewWH______STDLFO_16,0.0,,
TO,2016,RESBDGSATOldSHFUR___STDLFO_16,0.0,,
TO,2016,RESBDGSATOldWH______STDLFO_16,0.0,,
TO,2016,RESBDGSDENewSHFUR___STDLFO_16,0.0,,
TO,2016,RESBDGSDENewWH______STDLFO_16,0.0,,
TO,2016,RESBDGSDEOldSHFUR___STDLFO_16,0.0,,
