"Discounted and Undiscounted Investment and fixed Costs for building sector by end use, per vintage. (k CAD 2016)"
vintage,sector,Cost_type,Cost,EndUse,Tech_type_1,Tech_type_2,Efficiency,Energy_cat,Costs
2000,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2000,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2000,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,68.41606306734677
2000,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,7707.865925408134
2000,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,225.8828082711434
2000,Commercial Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,358.44452433886636
2000,Commercial Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2000,Commercial Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,993.33971777398
2000,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2000,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,1463.3159195863386
2000,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2000,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,88.82237001934155
2000,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,118.25392116878027
2000,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,1450.3396692088027
2000,Public Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2000,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,421.3376069147623
2000,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2000,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,1484.9412780038715
2000,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2000,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,96.88920699545726
2000,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,128.99372808507025
2000,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,1582.0593437564796
2000,Public Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2000,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,453.07496552693857
2000,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2000,Residential Building,FixedCosts,Discounted,Freezer,___,___,Standard,Electricity,2478.2053741071477
2000,Residential Building,FixedCosts,Discounted,Refrigerator,___,___,Standard,Electricity,2828.788219749335
2000,Residential Building,FixedCosts,Discounted,Space Cooling,Central,___,Standard,Electricity,8330.729966889081
2000,Residential Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2000,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,13480.049574093171
2000,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Medium,Natural Gas,4238.745623715384
2000,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,218.98423168900496
2000,Residential Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2000,Residential Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2000,Residential Building,FixedCosts,Undiscounted,Freezer,___,___,Standard,Electricity,2664.8768019167537
2000,Residential Building,FixedCosts,Undiscounted,Refrigerator,___,___,Standard,Electricity,2828.7882197493363
2000,Residential Building,FixedCosts,Undiscounted,Space Cooling,Central,___,Standard,Electricity,8453.84420285296
2000,Residential Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2000,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,15127.818287732287
2000,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Medium,Natural Gas,4756.879654710057
2000,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,252.75711229184995
2000,Residential Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2000,Residential Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.0
2005,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,397.0502749324668
2005,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2005,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,100.20631113520517
2005,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,11289.40743564254
2005,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Propane,358.7848300274235
2005,Commercial Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,2000.0154886640985
2005,Commercial Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2005,Commercial Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,1577.78816603528
2005,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,30.38192365877825
2005,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,74.36070676984481
2005,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,1105.115721182495
2005,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Propane,26.511859130503296
2005,Commercial Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2005,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,414.8243194492527
2005,Commercial Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2005,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,117.28467954402304
2005,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,13213.484443556801
2005,Commercial Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Propane,414.1184818304296
2005,Commercial Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,2150.6671460331986
2005,Commercial Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2005,Commercial Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,1821.122815918963
2005,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,30.830917604474493
2005,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,75.45963347087702
2005,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,1121.4474806088376
2005,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Propane,26.903660004353117
2005,Commercial Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2005,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,4764.57623193399
2005,Public Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,470.24601144044584
2005,Public Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2005,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Electricity,141.909802852481
2005,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,188.93202957701087
2005,Public Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,2317.1799680838944
2005,Public Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2005,Public Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,719.6493869561566
2005,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,7.834899574638078
2005,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,51.11151860272506
2005,Public Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,181.45084147044045
2005,Public Building,FixedCosts,Discounted,Water Heating,___,___,___,District Heating,0.0
2005,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Electricity,5197.29447301355
2005,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,Standard,Natural Gas,491.2966795015752
2005,Public Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2005,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Electricity,166.09578342078387
2005,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,221.13210528869183
2005,Public Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Natural Gas,2712.101732153965
2005,Public Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2005,Public Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,830.6374367993874
2005,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,7.950686267859334
2005,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,51.866861242174224
2005,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,184.13238099956033
2005,Public Building,FixedCosts,Undiscounted,Water Heating,___,___,___,District Heating,0.0
2005,Residential Building,FixedCosts,Discounted,Clothe Dryer,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Discounted,Clothe Dryer,___,___,Standard,Natural Gas,0.0
2005,Residential Building,FixedCosts,Discounted,Clothe Washer,___,___,Standard,Electricity,4505.893111647604
2005,Residential Building,FixedCosts,Discounted,Dish Washer,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Discounted,Freezer,___,___,Standard,Electricity,4232.802742880856
2005,Residential Building,FixedCosts,Discounted,Range,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Discounted,Range,___,___,Standard,Natural Gas,0.0
2005,Residential Building,FixedCosts,Discounted,Refrigerator,___,___,Standard,Electricity,15783.809960786592
2005,Residential Building,FixedCosts,Discounted,Space Cooling,Central,___,Standard,Electricity,27124.968343213615
2005,Residential Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2005,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,High,Natural Gas,19556.832230220945
2005,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Medium,Natural Gas,6149.56470107504
2005,Residential Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,297.2868283229933
2005,Residential Building,FixedCosts,Discounted,Space Heating,Heat Pump,___,Standard,Electricity,14233.05617820396
2005,Residential Building,FixedCosts,Discounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Discounted,Space Heating,___,___,___,District Heating,0.0
2005,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Light Fuel Oil,21.695306727898455
2005,Residential Building,FixedCosts,Discounted,Water Heating,___,___,Standard,Natural Gas,0.0
2005,Residential Building,FixedCosts,Undiscounted,Clothe Dryer,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Undiscounted,Clothe Dryer,___,___,Standard,Natural Gas,0.0
2005,Residential Building,FixedCosts,Undiscounted,Clothe Washer,___,___,Standard,Electricity,4505.893111647606
2005,Residential Building,FixedCosts,Undiscounted,Dish Washer,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Undiscounted,Freezer,___,___,Standard,Electricity,4885.607470180716
2005,Residential Building,FixedCosts,Undiscounted,Range,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Undiscounted,Range,___,___,Standard,Natural Gas,0.0
2005,Residential Building,FixedCosts,Undiscounted,Refrigerator,___,___,Standard,Electricity,16972.729318496014
2005,Residential Building,FixedCosts,Undiscounted,Space Cooling,Central,___,Standard,Electricity,29588.454709985363
2005,Residential Building,FixedCosts,Undiscounted,Space Cooling,___,___,___,District Cooling,0.0
2005,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,High,Natural Gas,23532.161780916893
2005,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Medium,Natural Gas,7399.590573993423
2005,Residential Building,FixedCosts,Undiscounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,367.64670878814536
2005,Residential Building,FixedCosts,Undiscounted,Space Heating,Heat Pump,___,Standard,Electricity,14870.20212694897
2005,Residential Building,FixedCosts,Undiscounted,Space Heating,Plinthe,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Undiscounted,Space Heating,___,___,___,District Heating,0.0
2005,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Electricity,0.0
2005,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Light Fuel Oil,22.01592702436987
2005,Residential Building,FixedCosts,Undiscounted,Water Heating,___,___,Standard,Natural Gas,0.0
2010,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Electricity,13061.452227460239
2010,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Natural Gas,1301.7210370955245
2010,Commercial Building,FixedCosts,Discounted,Auxiliary Equipment,___,___,Standard,Propane,726.2568739078027
2010,Commercial Building,FixedCosts,Discounted,Auxiliary Motors,___,___,Standard,Electricity,1353.3106663533285
2010,Commercial Building,FixedCosts,Discounted,Lighting,Fluorescent,___,Standard,Electricity,0.0
2010,Commercial Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,High,Electricity,0.0
2010,Commercial Building,FixedCosts,Discounted,Lighting,Light Emitting Diode,___,Standard,Electricity,0.0
2010,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Electricity,0.0
2010,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,Standard,Natural Gas,831.6908386791353
2010,Commercial Building,FixedCosts,Discounted,Space Cooling,___,___,___,District Cooling,0.0
2010,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Light Fuel Oil,132.5424587818971
2010,Commercial Building,FixedCosts,Discounted,Space Heating,Furnace,___,Standard,Natural Gas,14932.450888165611
