"Discounted and undiscounted Cost breakdown, per subsectors, per periods. (k CAD 2016)"
vintage,sector,Cost,Cost_type,Costs
1970,Commercial building,Discounted,FixedSubsidies,0.0
1970,Commercial building,Undiscounted,FixedCosts,0.0
1970,Commercial building,Undiscounted,FixedSubsidies,0.0
1970,Freight transportation,Discounted,FixedCosts,0.015018465457877089
1970,Freight transportation,Discounted,FixedSubsidies,0.0
1970,Freight transportation,Undiscounted,FixedCosts,0.015690770428998246
1970,Freight transportation,Undiscounted,FixedSubsidies,0.0
1970,Long distance transportation,Discounted,FixedCosts,0.35651110314269796
1970,Long distance transportation,Discounted,FixedSubsidies,0.0
1970,Long distance transportation,Undiscounted,FixedCosts,0.37247040255148084
1970,Long distance transportation,Undiscounted,FixedSubsidies,0.0
1970,Passenger transportation,Discounted,FixedCosts,0.3547228583978589
1970,Passenger transportation,Discounted,FixedSubsidies,0.0
1970,Passenger transportation,Undiscounted,FixedCosts,0.3706021066299814
1970,Passenger transportation,Undiscounted,FixedSubsidies,0.0
1970,Public building,Discounted,FixedCosts,0.0
1970,Public building,Discounted,FixedSubsidies,0.0
1970,Public building,Undiscounted,FixedCosts,0.0
1970,Public building,Undiscounted,FixedSubsidies,0.0
1970,Public transportation,Discounted,FixedCosts,0.0
1970,Public transportation,Discounted,FixedSubsidies,0.0
1970,Public transportation,Undiscounted,FixedCosts,0.0
1970,Public transportation,Undiscounted,FixedSubsidies,0.0
1970,Residential building,Discounted,FixedCosts,0.0
1970,Residential building,Discounted,FixedSubsidies,0.0
1970,Residential building,Undiscounted,FixedCosts,0.0
1970,Residential building,Undiscounted,FixedSubsidies,0.0
1975,Commercial building,Discounted,FixedCosts,0.0
1975,Commercial building,Discounted,FixedSubsidies,0.0
1975,Commercial building,Undiscounted,FixedCosts,0.0
1975,Commercial building,Undiscounted,FixedSubsidies,0.0
1975,Freight transportation,Discounted,FixedCosts,0.031458787264307855
1975,Freight transportation,Discounted,FixedSubsidies,0.0
1975,Freight transportation,Undiscounted,FixedCosts,0.035304233465246054
1975,Freight transportation,Undiscounted,FixedSubsidies,0.0
1975,Long distance transportation,Discounted,FixedCosts,0.7467744945438112
1975,Long distance transportation,Discounted,FixedSubsidies,0.0
1975,Long distance transportation,Undiscounted,FixedCosts,0.8380584057408318
1975,Long distance transportation,Undiscounted,FixedSubsidies,0.0
1975,Passenger transportation,Discounted,FixedCosts,0.7430287049914636
1975,Passenger transportation,Discounted,FixedSubsidies,0.0
1975,Passenger transportation,Undiscounted,FixedCosts,0.8338547399174582
1975,Passenger transportation,Undiscounted,FixedSubsidies,0.0
1975,Public building,Discounted,FixedCosts,0.0
1975,Public building,Discounted,FixedSubsidies,0.0
1975,Public building,Undiscounted,FixedCosts,0.0
1975,Public building,Undiscounted,FixedSubsidies,0.0
1975,Public transportation,Discounted,FixedCosts,0.0
1975,Public transportation,Discounted,FixedSubsidies,0.0
1975,Public transportation,Undiscounted,FixedCosts,0.0
1975,Public transportation,Undiscounted,FixedSubsidies,0.0
1975,Residential building,Discounted,FixedCosts,0.0
1975,Residential building,Discounted,FixedSubsidies,0.0
1975,Residential building,Undiscounted,FixedCosts,0.0
1975,Residential building,Undiscounted,FixedSubsidies,0.0
1980,Commercial building,Discounted,FixedCosts,0.0
1980,Commercial building,Discounted,FixedSubsidies,0.0
1980,Commercial building,Undiscounted,FixedCosts,0.0
1980,Commercial building,Undiscounted,FixedSubsidies,0.0
1980,Freight transportation,Discounted,FixedCosts,0.04564035327263758
1980,Freight transportation,Discounted,FixedSubsidies,0.0
1980,Freight transportation,Undiscounted,FixedCosts,0.05491769650149386
1980,Freight transportation,Undiscounted,FixedSubsidies,0.0
1980,Long distance transportation,Discounted,FixedCosts,1.083419124189967
1980,Long distance transportation,Discounted,FixedSubsidies,0.0
1980,Long distance transportation,Undiscounted,FixedCosts,1.303646408930183
1980,Long distance transportation,Undiscounted,FixedSubsidies,0.0
1980,Passenger transportation,Discounted,FixedCosts,1.077984739290837
1980,Passenger transportation,Discounted,FixedSubsidies,0.0
1980,Passenger transportation,Undiscounted,FixedCosts,1.2971073732049352
1980,Passenger transportation,Undiscounted,FixedSubsidies,0.0
1980,Public building,Discounted,FixedCosts,0.0
1980,Public building,Discounted,FixedSubsidies,0.0
1980,Public building,Undiscounted,FixedCosts,0.0
1980,Public building,Undiscounted,FixedSubsidies,0.0
1980,Public transportation,Discounted,FixedCosts,0.0
1980,Public transportation,Discounted,FixedSubsidies,0.0
1980,Public transportation,Undiscounted,FixedCosts,0.0
1980,Public transportation,Undiscounted,FixedSubsidies,0.0
1980,Residential building,Discounted,FixedCosts,0.0
1980,Residential building,Discounted,FixedSubsidies,0.0
1980,Residential building,Undiscounted,FixedCosts,0.0
1980,Residential building,Undiscounted,FixedSubsidies,0.0
1980,Water waste,Discounted,FixedCosts,2209537.439344984
1980,Water waste,Discounted,FixedSubsidies,0.0
1980,Water waste,Undiscounted,FixedCosts,3494233.737210473
1980,Water waste,Undiscounted,FixedSubsidies,0.0
1985,Commercial building,Discounted,FixedCosts,0.0
1985,Commercial building,Discounted,FixedSubsidies,0.0
1985,Commercial building,Undiscounted,FixedCosts,0.0
1985,Commercial building,Undiscounted,FixedSubsidies,0.0
1985,Freight transportation,Discounted,FixedCosts,0.057873496687746655
1985,Freight transportation,Discounted,FixedSubsidies,0.0
1985,Freight transportation,Undiscounted,FixedCosts,0.07453115953774167
1985,Freight transportation,Undiscounted,FixedSubsidies,0.0
1985,Long distance transportation,Discounted,FixedCosts,1.3738117389384947
1985,Long distance transportation,Discounted,FixedSubsidies,0.0
1985,Long distance transportation,Undiscounted,FixedCosts,1.769234412119534
1985,Long distance transportation,Undiscounted,FixedSubsidies,0.0
1985,Passenger transportation,Discounted,FixedCosts,1.36692075685996
1985,Passenger transportation,Discounted,FixedSubsidies,0.0
1985,Passenger transportation,Undiscounted,FixedCosts,1.7603600064924112
1985,Passenger transportation,Undiscounted,FixedSubsidies,0.0
1985,Public building,Discounted,FixedCosts,0.0
1985,Public building,Discounted,FixedSubsidies,0.0
1985,Public building,Undiscounted,FixedCosts,0.0
1985,Public building,Undiscounted,FixedSubsidies,0.0
1985,Public transportation,Discounted,FixedCosts,0.0
1985,Public transportation,Discounted,FixedSubsidies,0.0
1985,Public transportation,Undiscounted,FixedCosts,0.0
1985,Public transportation,Undiscounted,FixedSubsidies,0.0
1985,Residential building,Discounted,FixedCosts,0.0
1985,Residential building,Discounted,FixedSubsidies,0.0
1985,Residential building,Undiscounted,FixedCosts,0.0
1985,Residential building,Undiscounted,FixedSubsidies,0.0
1990,Commercial building,Discounted,FixedCosts,0.0
1990,Commercial building,Discounted,FixedSubsidies,0.0
1990,Commercial building,Undiscounted,FixedCosts,0.0
1990,Commercial building,Undiscounted,FixedSubsidies,0.0
1990,Freight transportation,Discounted,FixedCosts,0.06842591365825104
1990,Freight transportation,Discounted,FixedSubsidies,0.0
1990,Freight transportation,Undiscounted,FixedCosts,0.09414462257398948
1990,Freight transportation,Undiscounted,FixedSubsidies,0.0
1990,Long distance transportation,Discounted,FixedCosts,1.6243069593408608
1990,Long distance transportation,Discounted,FixedSubsidies,0.0
1990,Long distance transportation,Undiscounted,FixedCosts,2.234822415308885
1990,Long distance transportation,Undiscounted,FixedSubsidies,0.0
1990,Passenger transportation,Discounted,FixedCosts,7.007919212297452
1990,Passenger transportation,Discounted,FixedSubsidies,0.0
1990,Passenger transportation,Undiscounted,FixedCosts,7.856735679718958
1990,Passenger transportation,Undiscounted,FixedSubsidies,0.0
1990,Public building,Discounted,FixedCosts,0.0
1990,Public building,Discounted,FixedSubsidies,0.0
1990,Public building,Undiscounted,FixedCosts,0.0
1990,Public building,Undiscounted,FixedSubsidies,0.0
1990,Public transportation,Discounted,FixedCosts,0.0
1990,Public transportation,Discounted,FixedSubsidies,0.0
1990,Public transportation,Undiscounted,FixedCosts,0.0
1990,Public transportation,Undiscounted,FixedSubsidies,0.0
1990,Residential building,Discounted,FixedCosts,22.977919299259085
1990,Residential building,Discounted,FixedSubsidies,0.0
1990,Residential building,Undiscounted,FixedCosts,22.97791929925909
1990,Residential building,Undiscounted,FixedSubsidies,0.0
1995,Commercial building,Discounted,FixedCosts,2392.6423724553088
1995,Commercial building,Discounted,FixedSubsidies,0.0
1995,Commercial building,Undiscounted,FixedCosts,2424.998608190991
1995,Commercial building,Undiscounted,FixedSubsidies,0.0
1995,Freight transportation,Discounted,FixedCosts,129.51701049630148
1995,Freight transportation,Discounted,FixedSubsidies,0.0
1995,Freight transportation,Undiscounted,FixedCosts,135.34762747231244
1995,Freight transportation,Undiscounted,FixedSubsidies,0.0
1995,Long distance transportation,Discounted,FixedCosts,1395.664024282172
1995,Long distance transportation,Discounted,FixedSubsidies,0.0
1995,Long distance transportation,Undiscounted,FixedCosts,1458.9188758036935
1995,Long distance transportation,Undiscounted,FixedSubsidies,0.0
1995,Passenger transportation,Discounted,FixedCosts,13.125133247730663
1995,Passenger transportation,Discounted,FixedSubsidies,0.0
1995,Passenger transportation,Undiscounted,FixedCosts,15.361392112930274
1995,Passenger transportation,Undiscounted,FixedSubsidies,0.0
1995,Public building,Discounted,FixedCosts,584.5447863542295
1995,Public building,Discounted,FixedSubsidies,0.0
1995,Public building,Undiscounted,FixedCosts,592.0674310650633
1995,Public building,Undiscounted,FixedSubsidies,0.0
1995,Public transportation,Discounted,FixedCosts,0.0
1995,Public transportation,Discounted,FixedSubsidies,0.0
1995,Public transportation,Undiscounted,FixedCosts,0.0
1995,Public transportation,Undiscounted,FixedSubsidies,0.0
1995,Residential building,Discounted,FixedCosts,9031.331787456493
1995,Residential building,Discounted,FixedSubsidies,0.0
1995,Residential building,Undiscounted,FixedCosts,9419.657179422724
1995,Residential building,Undiscounted,FixedSubsidies,0.0
2000,Commercial building,Discounted,FixedCosts,8621.103435989282
2000,Commercial building,Discounted,FixedSubsidies,0.0
2000,Commercial building,Undiscounted,FixedCosts,9353.94903885947
2000,Commercial building,Undiscounted,FixedSubsidies,0.0
2000,Freight transportation,Discounted,FixedCosts,118181.96521173054
2000,Freight transportation,Discounted,FixedSubsidies,0.0
2000,Freight transportation,Undiscounted,FixedCosts,123493.45688481524
2000,Freight transportation,Undiscounted,FixedSubsidies,0.0
2000,Long distance transportation,Discounted,FixedCosts,2921.6327415828646
2000,Long distance transportation,Discounted,FixedSubsidies,0.0
2000,Long distance transportation,Undiscounted,FixedCosts,3279.6575455383772
2000,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2000,Passenger transportation,Discounted,FixedCosts,434782.5225777611
2000,Passenger transportation,Discounted,FixedSubsidies,0.0
2000,Passenger transportation,Undiscounted,FixedCosts,454249.3000020758
2000,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2000,Public building,Discounted,FixedCosts,3542.069486898025
2000,Public building,Discounted,FixedSubsidies,0.0
2000,Public building,Undiscounted,FixedCosts,3745.958522367817
2000,Public building,Undiscounted,FixedSubsidies,0.0
2000,Public transportation,Discounted,FixedCosts,3030.824463818501
2000,Public transportation,Discounted,FixedSubsidies,0.0
2000,Public transportation,Undiscounted,FixedCosts,3166.5
2000,Public transportation,Undiscounted,FixedSubsidies,0.0
2000,Residential building,Discounted,FixedCosts,31575.502990243123
2000,Residential building,Discounted,FixedSubsidies,0.0
2000,Residential building,Undiscounted,FixedCosts,34084.96427925325
2000,Residential building,Undiscounted,FixedSubsidies,0.0
2000,Water waste,Discounted,FixedCosts,290068.0569216403
2000,Water waste,Discounted,FixedSubsidies,0.0
2000,Water waste,Undiscounted,FixedCosts,349030.37274146185
2000,Water waste,Undiscounted,FixedSubsidies,0.0
2005,Commercial building,Discounted,FixedCosts,16959.62271717863
2005,Commercial building,Discounted,FixedSubsidies,0.0
2005,Commercial building,Undiscounted,FixedCosts,19386.143578021223
2005,Commercial building,Undiscounted,FixedSubsidies,0.0
2005,Freight transportation,Discounted,FixedCosts,247378.00695522653
2005,Freight transportation,Discounted,FixedSubsidies,0.0
2005,Freight transportation,Undiscounted,FixedCosts,277648.81227817433
2005,Freight transportation,Undiscounted,FixedSubsidies,0.0
2005,Long distance transportation,Discounted,FixedCosts,4237.820063694688
2005,Long distance transportation,Discounted,FixedSubsidies,0.0
2005,Long distance transportation,Undiscounted,FixedCosts,5100.02374487051
2005,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2005,Passenger transportation,Discounted,FixedCosts,910711.8737793539
2005,Passenger transportation,Discounted,FixedSubsidies,0.0
2005,Passenger transportation,Undiscounted,FixedCosts,1022039.4764983148
2005,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2005,Public building,Discounted,FixedCosts,8842.890690491782
2005,Public building,Discounted,FixedSubsidies,0.0
2005,Public building,Undiscounted,FixedCosts,9862.508138687546
2005,Public building,Undiscounted,FixedSubsidies,0.0
2005,Public transportation,Discounted,FixedCosts,6348.58882954102
2005,Public transportation,Discounted,FixedSubsidies,0.0
2005,Public transportation,Undiscounted,FixedCosts,7124.625000000001
2005,Public transportation,Undiscounted,FixedSubsidies,0.0
2005,Residential building,Discounted,FixedCosts,91905.90940307951
2005,Residential building,Discounted,FixedSubsidies,0.0
2005,Residential building,Undiscounted,FixedCosts,102144.30172798151
2005,Residential building,Undiscounted,FixedSubsidies,0.0
2010,Commercial building,Discounted,FixedCosts,42410.14896069401
2010,Commercial building,Discounted,FixedSubsidies,0.0
2010,Commercial building,Undiscounted,FixedCosts,48582.81051553192
2010,Commercial building,Undiscounted,FixedSubsidies,0.0
2010,Freight transportation,Discounted,FixedCosts,358823.64623222535
2010,Freight transportation,Discounted,FixedSubsidies,0.0
2010,Freight transportation,Undiscounted,FixedCosts,431804.1637488408
2010,Freight transportation,Undiscounted,FixedSubsidies,0.0
2010,Long distance transportation,Discounted,FixedCosts,5373.145407430818
2010,Long distance transportation,Discounted,FixedSubsidies,0.0
2010,Long distance transportation,Undiscounted,FixedCosts,6920.296826602005
2010,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2010,Passenger transportation,Discounted,FixedCosts,1321252.6836173723
2010,Passenger transportation,Discounted,FixedSubsidies,0.0
2010,Passenger transportation,Undiscounted,FixedCosts,1589829.5603440267
2010,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2010,Public building,Discounted,FixedCosts,15897.250873081079
2010,Public building,Discounted,FixedSubsidies,0.0
2010,Public building,Undiscounted,FixedCosts,18596.753033917066
2010,Public building,Undiscounted,FixedSubsidies,0.0
2010,Public transportation,Discounted,FixedCosts,9210.521515930024
2010,Public transportation,Discounted,FixedSubsidies,0.0
2010,Public transportation,Undiscounted,FixedCosts,11082.750000000002
2010,Public transportation,Undiscounted,FixedSubsidies,0.0
2010,Residential building,Discounted,FixedCosts,164029.52186659264
2010,Residential building,Discounted,FixedSubsidies,0.0
2010,Residential building,Undiscounted,FixedCosts,191977.78604557397
2010,Residential building,Undiscounted,FixedSubsidies,0.0
2015,Commercial building,Discounted,FixedCosts,68179.78263006572
2015,Commercial building,Discounted,FixedSubsidies,0.0
2015,Commercial building,Undiscounted,FixedCosts,82074.17839828119
2015,Commercial building,Undiscounted,FixedSubsidies,0.0
2015,District Energy,Discounted,FixedCosts,408639.184657111
2015,District Energy,Discounted,FixedSubsidies,0.0
2015,District Energy,Discounted,VariableCosts,21927.977972931723
2015,District Energy,Discounted,VariableSubsidies,0.0
2015,District Energy,Undiscounted,FixedCosts,591799.6288983165
2015,District Energy,Undiscounted,FixedSubsidies,0.0
2015,District Energy,Undiscounted,VariableCosts,27888.73878930984
2015,District Energy,Undiscounted,VariableSubsidies,0.0
2015,Freight transportation,Discounted,FixedCosts,454957.63365387334
2015,Freight transportation,Discounted,FixedSubsidies,0.0
2015,Freight transportation,Undiscounted,FixedCosts,585959.5152195074
2015,Freight transportation,Undiscounted,FixedSubsidies,0.0
2015,Long distance transportation,Discounted,FixedCosts,6352.487022071576
2015,Long distance transportation,Discounted,FixedSubsidies,0.0
2015,Long distance transportation,Undiscounted,FixedCosts,8740.5699083335
2015,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2015,Passenger transportation,Discounted,FixedCosts,1675388.7925318347
2015,Passenger transportation,Discounted,FixedSubsidies,0.0
2015,Passenger transportation,Undiscounted,FixedCosts,2157619.6441897396
2015,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2015,Public building,Discounted,FixedCosts,22455.289219508726
2015,Public building,Discounted,FixedSubsidies,0.0
2015,Public building,Undiscounted,FixedCosts,27863.23448321407
2015,Public building,Undiscounted,FixedSubsidies,0.0
2015,Public transportation,Discounted,FixedCosts,11679.249791525344
2015,Public transportation,Discounted,FixedSubsidies,0.0
2015,Public transportation,Undiscounted,FixedCosts,15040.875000000004
2015,Public transportation,Undiscounted,FixedSubsidies,0.0
2015,Residential building,Discounted,FixedCosts,226243.98353913837
2015,Residential building,Discounted,FixedSubsidies,0.0
2015,Residential building,Undiscounted,FixedCosts,281811.2703631665
2015,Residential building,Undiscounted,FixedSubsidies,0.0
2015,Solid waste,Discounted,FixedCosts,270634.42113310227
2015,Solid waste,Discounted,FixedSubsidies,0.0
2015,Solid waste,Undiscounted,FixedCosts,414861.80313951935
2015,Solid waste,Undiscounted,FixedSubsidies,0.0
2015,Trade energy,Discounted,VariableCosts,122170242.51871856
2015,Trade energy,Discounted,VariableSubsidies,0.0
2015,Trade energy,Undiscounted,VariableCosts,184123309.2014439
2015,Trade energy,Undiscounted,VariableSubsidies,0.0
2015,Water waste,Discounted,VariableCosts,3541618.6703520464
2015,Water waste,Discounted,VariableSubsidies,0.0
2015,Water waste,Undiscounted,VariableCosts,5682262.794857026
2015,Water waste,Undiscounted,VariableSubsidies,0.0
2016,Commercial building,Discounted,FixedCosts,7374.029441657315
2016,Commercial building,Discounted,FixedSubsidies,0.0
2016,Commercial building,Discounted,InvestmentCosts,0.0
2016,Commercial building,Undiscounted,FixedCosts,9802.220330608832
2016,Commercial building,Undiscounted,FixedSubsidies,0.0
2016,Commercial building,Undiscounted,InvestmentCosts,0.0
2016,Long distance transportation,Discounted,FixedCosts,379.63520131088535
2016,Long distance transportation,Discounted,FixedSubsidies,0.0
2016,Long distance transportation,Discounted,InvestmentCosts,0.0
2016,Long distance transportation,Undiscounted,FixedCosts,531.5211921577845
2016,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2016,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2016,Passenger transportation,Discounted,FixedCosts,235.84406588955997
2016,Passenger transportation,Discounted,FixedSubsidies,0.0
2016,Passenger transportation,Discounted,InvestmentCosts,0.0
2016,Passenger transportation,Discounted,VariableCosts,0.07107041609776299
2016,Passenger transportation,Discounted,VariableSubsidies,0.0
2016,Passenger transportation,Undiscounted,FixedCosts,288.62616932230145
2016,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2016,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2016,Passenger transportation,Undiscounted,VariableCosts,0.0864163978457879
2016,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2016,Public building,Discounted,FixedCosts,1988.6440122693775
2016,Public building,Discounted,FixedSubsidies,0.0
2016,Public building,Discounted,InvestmentCosts,0.0
2016,Public building,Undiscounted,FixedCosts,2533.000519901796
2016,Public building,Undiscounted,FixedSubsidies,0.0
2016,Public building,Undiscounted,InvestmentCosts,0.0
2016,Public transportation,Discounted,FixedCosts,25.713322348702807
2016,Public transportation,Discounted,FixedSubsidies,0.0
2016,Public transportation,Discounted,InvestmentCosts,0.0
2016,Public transportation,Undiscounted,FixedCosts,31.307126799847925
2016,Public transportation,Undiscounted,FixedSubsidies,0.0
2016,Public transportation,Undiscounted,InvestmentCosts,0.0
2016,Residential building,Discounted,FixedCosts,19507.588085587042
2016,Residential building,Discounted,FixedSubsidies,0.0
2016,Residential building,Discounted,InvestmentCosts,214.53816835238308
2016,Residential building,Undiscounted,FixedCosts,24609.676765315577
2016,Residential building,Undiscounted,FixedSubsidies,0.0
2016,Residential building,Undiscounted,InvestmentCosts,188.54841010275408
2016,Water waste,Discounted,FixedCosts,1809.814573898665
2016,Water waste,Discounted,FixedSubsidies,0.0
2016,Water waste,Discounted,InvestmentCosts,0.0
2016,Water waste,Undiscounted,FixedCosts,2774.155768840068
2016,Water waste,Undiscounted,FixedSubsidies,0.0
2016,Water waste,Undiscounted,InvestmentCosts,0.0
2017,Commercial building,Discounted,FixedCosts,3854.2798879545094
2017,Commercial building,Discounted,FixedSubsidies,0.0
2017,Commercial building,Discounted,InvestmentCosts,0.0
2017,Commercial building,Undiscounted,FixedCosts,5080.337200202294
2017,Commercial building,Undiscounted,FixedSubsidies,0.0
2017,Commercial building,Undiscounted,InvestmentCosts,0.0
2017,Freight transportation,Discounted,FixedCosts,12377.164180801487
2017,Freight transportation,Discounted,FixedSubsidies,0.0
2017,Freight transportation,Discounted,InvestmentCosts,0.0
2017,Freight transportation,Undiscounted,FixedCosts,15553.191401581687
2017,Freight transportation,Undiscounted,FixedSubsidies,0.0
2017,Freight transportation,Undiscounted,InvestmentCosts,0.0
2017,Long distance transportation,Discounted,FixedCosts,514.4579699178067
2017,Long distance transportation,Discounted,FixedSubsidies,0.0
2017,Long distance transportation,Discounted,InvestmentCosts,0.0
2017,Long distance transportation,Undiscounted,FixedCosts,740.7287656331148
2017,Long distance transportation,Undiscounted,FixedSubsidies,0.0
2017,Long distance transportation,Undiscounted,InvestmentCosts,0.0
2017,Passenger transportation,Discounted,FixedCosts,60156.11381444982
2017,Passenger transportation,Discounted,FixedSubsidies,0.0
2017,Passenger transportation,Discounted,InvestmentCosts,0.0
2017,Passenger transportation,Discounted,VariableCosts,2.6268864713017956
2017,Passenger transportation,Discounted,VariableSubsidies,0.0
2017,Passenger transportation,Undiscounted,FixedCosts,75631.36172161852
2017,Passenger transportation,Undiscounted,FixedSubsidies,0.0
2017,Passenger transportation,Undiscounted,InvestmentCosts,0.0
2017,Passenger transportation,Undiscounted,VariableCosts,3.250860208136587
2017,Passenger transportation,Undiscounted,VariableSubsidies,0.0
2017,Public building,Discounted,FixedCosts,2474.366739895032
2017,Public building,Discounted,FixedSubsidies,0.0
2017,Public building,Discounted,InvestmentCosts,0.0
2017,Public building,Undiscounted,FixedCosts,3351.943772049929
2017,Public building,Undiscounted,FixedSubsidies,0.0
2017,Public building,Undiscounted,InvestmentCosts,0.0
2017,Public transportation,Discounted,FixedCosts,1762.7897510325502
2017,Public transportation,Discounted,FixedSubsidies,0.0
2017,Public transportation,Discounted,InvestmentCosts,0.0
2017,Public transportation,Undiscounted,FixedCosts,2197.1561858650794
2017,Public transportation,Undiscounted,FixedSubsidies,0.0
2017,Public transportation,Undiscounted,InvestmentCosts,0.0
